Name,Year,Gender
Elham Kalantari,2016,F
Halim Yanikomeroglu,2016,F
Abbas Yongacoglu,2016,M
Joseph C. Liberti,1996,M
Theodore S. Rappaport,1996,M
Petar Popovski,2006,M
Hiroyuki Yomo,2006,M
G. Paganelli,2002,F
Sebastien Delprat,2002,M
Thierry Marie Guerra,2002,F
J. Rimaux,2002,M
J.-J. Santin,2002,M
Allen Salmasi,1991,F
Klein S. Gilhousen,1991,M
R. van Nee,1998,M
A. de Wild,1998,F
Eugene Visotsky,1999,M
Upamanyu Madhow,1999,M
Chia-Hao Yu,2009,F
Olav Tirkkonen,2009,M
Klaus Doppler,2009,M
Cassio Ribeiro,2009,M
Stefan Parkvall,2008,M
Erik Dahlman,2008,M
Anders Furuskär,2008,M
Ylva Jading,2008,F
Magnus Olsson,2008,M
Stefan Wänstedt,2008,M
Kambiz Zangi,2008,F
R.J. Punnoose,2000,M
Pavel Nikitin,2000,M
Daniel D. Stancil,2000,M
Gian Paolo Perrucci,2011,M
Frank H. P. Fitzek,2011,M
Joerg Widmer,2011,M
F. Classen,1994,M
Heinrich Meyr,1994,M
A. Wittneben,1991,F
Xiang Gao,2011,M
Ove Edfors,2011,M
Fredrik Rusek,2011,M
Fredrik Tufvesson,2011,M
Christian Sturm,2009,M
Thomas Zwick,2009,M
Werner Wiesbeck,2009,M
Klaus I. Pedersen,2000,M
Johannes Andersen,2000,M
Jean-Philippe Kermoal,2000,M
Preben Mogensen,2000,F
H. Xie,1993,F
S. Tabbane,1993,M
David J. Goodman,1993,M
Valeria Loscri,2005,F
G. Morabito,2005,M
Salvatore Marano,2005,M
Yuping Zhao,1997,M
Aiping Huang,1997,M
Frank Schaich,2014,M
Thorsten Wild,2014,M
Yejian Chen,2014,M
Andre Mendes Cavalcante,2013,M
Erika Portela Lopes de Almeida,2013,F
Robson D. Vieira,2013,M
Fabiano Chaves,2013,M
Rafael C. D. Paiva,2013,M
Fuad Mousse Abinader,2013,M
Sayantan Choudhury,2013,M
Esa Tuomaala,2013,F
Klaus Doppler,2013,M
Hannan Xiao,2000,F
Winston K. G. Seah,2000,M
Agnes Lo,2000,M
Kian Jon Chua,2000,M
Hung-Yu Wei,2005,M
Sanmay Ganguly,2005,F
Rauf Izmailov,2005,M
Zygmunt J. Haas,2005,M
Mingde Ding,2003,M
Xin Cheng,2003,M
Guoliang Xue,2003,M
T.A. Wilkinson,1995,M
Andrew M. Jones,1995,M
A. Klemm,2003,F
Christoph Lindemann,2003,M
Oliver P. Waldhorst,2003,M
Stefano Basagni,1999,M
M. Speth,1997,M
F. Classen,1997,M
Heinrich Meyr,1997,M
Hikmet Sari,1994,M
Georges Karam,1994,M
Isabelle Jeanclaude,1994,F
L. Wischoff,2003,M
André Ebner,2003,M
Hermann Rohling,2003,M
Matthias Lott,2003,M
Ruediger Halfmann,2003,M
David J. Goodman,1997,M
J. Borras,1997,M
Narayan B. Mandayam,1997,M
Roy D. Yates,1997,M
Fredrik Tufvesson,1999,M
Ove Edfors,1999,M
Michael Faulkner,1999,M
Kumar N. Sivarajan,1989,M
Robert J. McEliece,1989,M
J.W. Ketchum,1989,M
Y. Nagata,1989,F
J. Borras,1998,M
P. Hatrack,1998,M
Narayan B. Mandayam,1998,M
Klaus I. Pedersen,1998,M
Preben Mogensen,1998,F
Bernard Henri Fleury,1998,M
Mathew K. Samimi,2013,M
Kevin K.W. Wang,2013,M
Yaniv Azar,2013,M
Martin N. Stienen,2013,M
Rimma Mayzus,2013,F
Hang Zhao,2013,M
Jocelyn K. Schulz,2013,F
Shu Sun,2013,F
Félix Gutiérrez,2013,M
Theodore S. Rappaport,2013,M
Andreas Czylwik,1997,M
Anja Klein,1997,F
Pål Frenger,2001,M
Stefan Parkvall,2001,M
Erik Dahlman,2001,M
Yuan Zhifeng,2016,M
Guanghui Yu,2016,F
Weimin Li,2016,F
Yifei Yuan,2016,F
Dian Wang,2016,M
Jun Xu,2016,M
Xiaodong Li,1997,M
Leonard J. Cimini,1997,M
Tao Gu,2004,M
Hung Keng Pung,2004,M
Da Zhang,2004,F
V. Sreng,2003,M
Halim Yanikomeroglu,2003,F
David Falconer,2003,M
Pål Frenger,2011,M
Peter J. Moberg,2011,M
Jens Malmodin,2011,M
Ylva Jading,2011,F
István Gódor,2011,M
Mazen O. Hasna,2002,F
Mohamed-Slim Alouini,2002,M
Gunther Auer,2011,M
Vito Giannini,2011,M
István Gódor,2011,M
Per Skillermark,2011,M
Magnus Olsson,2011,M
Muhammad Imran,2011,M
Dario Sabella,2011,F
Manuel A. Gonzalez,2011,M
Claude Desset,2011,F
Oliver Blume,2011,F
Andreas Lobinger,2010,M
Szymon Stefanski,2010,M
Thomas Jansen,2010,M
Irina Balan,2010,F
Dobroslav Tsonev,2012,M
Sinan Sinanovic,2012,M
Harald Haas,2012,M
Peter K. Robertson,1999,M
Stefan Kaiser,1999,M
Nicolai Czink,2006,M
P. Cera,2006,F
J. Salo,2006,M
Ernst Bonek,2006,M
Jukka-Pekka Nuutinen,2006,F
Juha Ylitalo,2006,F
Y.A. Chau,2001,F
Shihong Yu,2001,F
Wei Wang,2005,M
Xin Liu,2005,F
M. Gudmundson,1991,M
Jeffrey R. Foerster,2001,M
Nah-Oak Song,2003,F
Byung-Jae Kwak,2003,M
Jabin Song,2003,M
M.E. Miller,2003,F
S.W. Halpern,1983,M
Andrea M. Tonello,2000,M
Katrin Bilstrup,2008,F
Erhard Uhlemann,2008,M
Erik G. Ström,2008,M
Urban Bilstrup,2008,M
R. van Nee,2000,M
A. van Zelst,2000,F
G.A. Awater,2000,F
Wonil Roh,2002,M
Arogyaswami Paulraj,2002,M
K.R. Schaubach,1992,M
N.J. Davis,1992,M
Theodore S. Rappaport,1992,M
B. Badic,2009,M
T. O'Farrrell,2009,M
Pavel Loskot,2009,M
Jianhua He,2009,F
Katayoun Sohrabi,1999,M
Gregory J. Pottie,1999,M
Kenichi Higuchi,2013,M
Yoshihisa Kishiyama,2013,F
C. Jedrzycki,1996,M
Victor C. M. Leung,1996,M
Y. Zhao,1996,M
S.-G. Haggman,1996,M
Martin Lott,2001,M
I. Forkel,2001,M
R.W. Nettleton,1983,M
Hossein Alavi,1983,M
Thomas Jansen,2010,M
Irina Balan,2010,F
John Turk,2010,M
Ingrid Moerman,2010,F
Thomas Kurner,2010,M
Shaoyi Xu,2010,F
Haiming Wang,2010,M
Tao Chen,2010,M
Qing Huang,2010,M
Tao Peng,2010,M
Jasvinder A. Singh,2002,F
Nicholas Bambos,2002,M
B. Srinivasan,2002,M
D. Clawin,2002,M
S. Dornbush,2007,M
Amit Joshi,2007,M
Konstantinos Dimou,2009,M
Min Wang,2009,M
Yu Yang,2009,M
Muhammmad Kazmi,2009,M
Anna Larmo,2009,F
Jonas Pettersson,2009,M
Walter Müller,2009,M
Ylva Timner,2009,M
Asis Nasipuri,2000,M
Souvik Das,2000,M
Jean-Philippe Javaudin,2003,M
D. Lacroix,2003,M
A. Rouxel,2003,F
K. Siwiak,2001,M
S. Colieri,2002,M
Mustafa Ergen,2002,M
Ajit S. Puri,2002,M
Ahmad Bahai,2002,M
Ahmed Bachir,2003,M
A. Benslimane,2003,F
Lie-Liang Yang,2011,F
Minchae Jung,2012,F
Kyuho Hwang,2012,M
Sooyong Choi,2012,F
Dajana Cassioli,2001,F
Moe Z. Win,2001,M
Andreas F. Molisch,2001,M
Damien B. Jourdan,2004,M
Olivier de Weck,2004,M
Holger Boche,2002,M
Mathias Schubert,2002,M
Mikael Sternad,2003,M
Tony Ottosson,2003,M
Anders Ahlén,2003,M
Anders Svensson,2003,M
Jessica Oueis,2015,F
Emilio Calvanese Strinati,2015,F
Sergio Barbarossa,2015,M
Reinaldo A. Valenzuela,1993,F
S.A. Grandhi,1994,M
Jens Zander,1994,M
A. Gusmao,2000,F
Rui Dinis,2000,M
J. Conceicao,2000,M
N. Esteves,2000,M
K. Sipila,2000,F
K.-C. Honkasalo,2000,M
J. Laiho-Steffens,2000,M
A. Wacker,2000,M
Neal Patwari,2001,M
Robert J. O'dea,2001,M
Yanwei Wang,2001,M
Ali Abdi,1999,M
Mostafa Kaveh,1999,M
Flavio Daffara,1995,F
O. Adami,1995,M
J.M. Holtzman,2000,M
Andrew M. Jones,1996,M
T.A. Wilkinson,1996,M
A. van Zelst,2000,F
R. van Nee,2000,M
G.A. Awater,2000,F
Chai-Keong Toh,2000,M
G. Guichal,2000,M
S. Bunchua,2000,M
Tony Ottosson,1995,M
Anders Svensson,1995,M
Benny Vejlgaard,2017,M
Mads Lauridsen,2017,M
Huan X. Nguyen,2017,M
Istvan Z. Kovacs,2017,M
Preben Mogensen,2017,F
Mads V. Sorensen,2017,M
Fredrik Tufvesson,1997,M
Torleiv Maseng,1997,M
Junsung Lim,2006,M
Hyung G. Myung,2006,M
Kyung Jin Oh,2006,M
David C. Goodman,2006,M
Xiao Xiao,2011,F
Xiaoming Tao,2011,M
Jianhua Lu,2011,F
Allen B. MacKenzie,2001,F
Stephen B. Wicker,2001,M
R. J. Miller,2002,M
Qingfeng Huang,2002,M
Miguel Lopez-Benitez,2009,M
Anna Umbert,2009,F
Fernando Casadevall,2009,M
Bin Wang,2011,M
Li Chen,2011,F
Xiaohang Chen,2011,M
Xin Zhang,2011,M
Dacheng Yang,2011,M
M. Herdin,2005,M
Nicolai Czink,2005,M
H. Ozcelik,2005,M
Ernst Bonek,2005,M
Seong Youb Chung,2001,M
Angel Lozano,2001,M
H. Z. Huang,2001,M
T. Haustein,2002,M
C. von Helmolt,2002,M
E. Jorswieck,2002,M
V. Jungnickel,2002,M
Volker Pohl,2002,M
Binbin Zhou,2010,F
Jiannong Cao,2010,M
Xiaoqin Zeng,2010,M
Hejun Wu,2010,M
M.V. Clark,2001,M
T.M. Willis,2001,M
Larry J. Greenstein,2001,M
A.J. Rustako,2001,F
V. Erceg,2001,M
R.S. Roman,2001,M
Bjorn Debaillie,2015,F
Claude Desset,2015,F
Filip Louagie,2015,M
Roman Beck,1989,M
H. Panzer,1989,M
George R. MacCartney,2016,M
Sijia Deng,2016,M
Shu Sun,2016,F
Theodore S. Rappaport,2016,M
Aggelos Bletsas,2005,M
A. Lippnian,2005,F
David P. Reed,2005,M
J.F. Whitehead,1993,M
K.J. Krizman,1997,M
T.E. Biedka,1997,F
Theodore S. Rappaport,1997,M
Erik Dahlman,2006,M
Hannes Ekström,2006,M
Anders Furuskär,2006,M
Ylva Jading,2006,F
Jonas Karlsson,2006,M
Magnus Lundevall,2006,M
Stefan Parkvall,2006,M
Timothy S. Thomas,2014,M
Huan X. Nguyen,2014,M
George R. MacCartney,2014,M
Theodore S. Rappaport,2014,M
Johannes Andersen,1999,M
Jens Jensen,1999,M
Søren Holdt Jensen,1999,M
F. Frederiksen,1999,M
Lei Zhou,2008,F
Haibo Xu,2008,M
Hui Tian,2008,M
Youjun Gao,2008,M
Lei Du,2008,F
Lan Chen,2008,M
Matthew C. Valenti,2003,M
Bin Zhao,2003,M
Wing-Cheong Wong,1999,M
C. Y. Tsui,1999,M
Roger Shu Kwan Cheng,1999,M
Khaled Ben Letaief,1999,M
Kin K. Leung,2003,M
Bobae Kim,2003,M
Anders Host-Madsen,2002,M
Raymond Kwan,2010,M
Robert D. Arnott,2010,M
Robert Paterson,2010,M
Riccardo Trivisonno,2010,M
Mitsuhiro Kubota,2010,M
Patcharinee Tientrakool,2011,F
Ya Chi Ho,2011,M
Nicholas F. Maxemchuk,2011,M
Minnie Ho,2002,M
V. Srinivasa Somayazulu,2002,M
Jeffrey R. Foerster,2002,M
Scott Roy,2002,M
Mahmoud M. Kamel,2014,M
Long Bao Le,2014,M
André Girard,2014,M
Kazuyuki Miyashita,2002,F
Tsunehiko Nishimura,2002,F
Takeo Ohgane,2002,F
Yasunobu Ogawa,2002,M
Yasushi Takatori,2002,M
Keizo Cho,2002,M
Arne Simonsson,2008,M
Anders Furuskär,2008,M
J. Kunisch,2008,M
J. Pamp,2008,M
Wahab Khawaja,2017,M
Ozgur Ozdemir,2017,M
Ismail Guvenc,2017,M
F. Frederiksen,2002,M
Troels Kolding,2002,M
S. Sampei,1989,M
T. Sunaga,1989,F
Yuanye Wang,2012,F
Klaus I. Pedersen,2012,M
Michał Sybis,2016,F
Krzysztof Wesolowski,2016,M
Jayasinghe Keeth Saliya,2016,M
Venkatkumar Venkatasubramanian,2016,M
Vladimir Vukadinovic,2016,M
Dushyantha A. Basnayaka,2015,F
Harald Haas,2015,M
Sushmita Ruj,2011,F
Marcos Antonio Cavenaghi,2011,M
Zhen Huang,2011,M
Amiya Nayak,2011,F
Ivan Stojmenovic,2011,M
Ashwin Sampath,1997,M
P. Senthil Kumar,1997,M
J.M. Holtzman,1997,M
Rohit Datta,2012,M
Nicola Michailow,2012,M
Michael Lentmaier,2012,M
Gerhard Fettweis,2012,M
Jean Armstrong,2001,M
J. Maurer,2004,M
T. Fugen,2004,M
T.M. Schafer,2004,M
Werner Wiesbeck,2004,M
Bartosz Mielczarek,2003,M
Maija Wessman,2003,F
Arne Svensson,2003,M
Mads Lauridsen,2016,M
Istvan Z. Kovacs,2016,M
Preben Mogensen,2016,F
Mads V. Sorensen,2016,M
Steffen Holst,2016,M
A. Sampath,1993,F
J.M. Holtzman,1993,M
Jean-Philippe Kermoal,2000,M
Laurent Schumacher,2000,M
Preben Mogensen,2000,F
Klaus I. Pedersen,2000,M
B. Epstein,1995,M
M. Schwartz,1995,M
Jamshid Khun-Jush,1999,M
Peter Schramm,1999,M
Udo Wachsmann,1999,M
F. Wenger,1999,F
Nicola Michailow,2012,M
Stefan Krone,2012,M
Michael Lentmaier,2012,M
Gerhard Fettweis,2012,M
A. Stefanov,1999,M
Tolga M. Duman,1999,M
Paolo Barsocchi,2009,M
Stefano Lenzi,2009,M
Stefano Chessa,2009,F
Gaetano Giunta,2009,M
Khurram Shahzad,2017,M
Xiangyun Zhou,2017,F
Shihao Yan,2017,M
Cheng Chen,2015,M
Rapeepat Ratasuk,2015,M
Amitava Ghosh,2015,M
Quentin H. Spencer,1997,M
Michael Rice,1997,M
B. Jeffs,1997,M
Michael A. Jensen,1997,M
Katayoun Sohrabi,1999,M
B. Manriquez,1999,M
Gregory J. Pottie,1999,M
Anders A. Jensen,2012,M
Mads Lauridsen,2012,M
Preben Mogensen,2012,F
Troels B. Sorensen,2012,M
Per Jensen,2012,M
Arturas Medeisis,2000,M
A. Kajackas,2000,F
Kwanghun Han,2006,M
Sunghyun Choi,2006,M
Kemal Akkaya,2006,F
Mohamed Younis,2006,M
Minju Kang,2016,F
Je-Won Kang,2016,M
Mohamed-Slim Alouini,1997,M
Andrea Goldsmith,1997,F
Sinja Brandes,2005,F
Ivan Cosovic,2005,M
Michael Schnell,2005,M
T. May,1998,F
H. Rohling,1998,M
Zhang Qi,2004,M
Zhang Jingmei,2004,F
Shao Chunju,2004,M
Wang Ying,2004,F
Zhang Ping,2004,M
Hu Rong,2004,M
Stefan Parkvall,2001,M
Erik Dahlman,2001,M
Pål Frenger,2001,M
Per Beming,2001,M
Mats Persson,2001,M
Saleh O. Al-Jazzar,2002,M
J. Caffery,2002,M
Hideki Ochiai,2004,F
Patrick Mitran,2004,M
Vahid Tarokh,2004,M
Greg Bottomley,1995,M
Karim Jamal,1995,M
L. Martoyo,2003,M
Thomas S. Weiss,2003,M
F. Capar,2003,M
Friedrich K. Jondral,2003,M
Yung-Szu Tu,2002,F
Gregory J. Pottie,2002,M
Hermann Rohling,1997,M
R. Gruneid,1997,M
Seong-Lyun Kim,1999,F
Zvi Rosberg,1999,M
Jens Zander,1999,M
H. Ross Anderson,1994,M
JP McGeehan,1994,M
Vladimir Savic,2015,M
Erik G. Larsson,2015,M
Ivan Gaspar,2013,M
Nicola Michailow,2013,M
Ainoa Navarro,2013,M
Eckhard Ohlmer,2013,M
Stefan Krone,2013,M
Gerhard Fettweis,2013,M
Thomas Handte,2009,M
Andreas Muller,2009,M
Joachim Speidel,2009,M
Wei Wang,2010,M
Gang Shen,2010,M
Reza Hoshyar,2010,M
Razieh Razavi,2010,M
Mohammad Al-Imari,2010,M
Jingyu Luo,2004,F
Rick S. Blum,2004,M
Larry J. Greenstein,2004,M
Leonard J. Cimini,2004,M
Alexander M. Haimovich,2004,M
Hao Yang,2004,M
Songwu Lu,2004,F
Johan Kåredal,2004,M
Shurjeel Wyne,2004,M
Peter Almers,2004,M
Fredrik Tufvesson,2004,M
Andreas F. Molisch,2004,M
Mads Lauridsen,2017,M
Huan X. Nguyen,2017,M
Benny Vejlgaard,2017,M
Istvan Z. Kovacs,2017,M
Preben Mogensen,2017,F
Mads V. Sorensen,2017,M
Sik Young Choi,2005,M
Gyung-Ho Hwang,2005,M
Taesoo Kwon,2005,M
Ae-Ri Lim,2005,F
Dong-Ho Cho,2005,M
Ansuman Adhikary,2016,M
Xingqin Lin,2016,F
Y.-P. Eric Wang,2016,M
Fred Richter,2010,M
Albrecht Fehske,2010,M
Patrick Marsch,2010,M
Gerhard Fettweis,2010,M
Hiroyuki Atarashi,2001,M
S. Abeta,2001,F
Mamoru Sawahashi,2001,M
Wonil Roh,2002,M
Arogyaswami Paulraj,2002,M
Stewart N. Crozier,2001,M
Paul Guinand,2001,M
Dirk Galda,2002,F
Hermann Rohling,2002,M
Dennis K. Nilsson,2008,M
Ulf E. Larson,2008,M
Erland Jonsson,2008,M
Yu Chen,2010,M
Wei Wang,2010,M
K. S. Lee,2008,M
M. Le,2008,M
Jérôme Härri,2008,F
Mario Gerla,2008,F
Andrea M. Tonello,2000,M
Nicola Laurenti,2000,F
Silvano Pupolin,2000,M
Anh Tuan Hoang,2006,M
Ying-Chang Liang,2006,F
Tommaso Beniero,2009,M
Simone Redana,2009,F
Jyri Hamalainen,2009,M
Bernhard Raaf,2009,M
S. Bhargava,2001,M
Dharma P. Agrawal,2001,M
Fredrik Gustafsson,2008,M
Mikael Johansson,2008,M
Anders Furuskär,2008,M
Magnus Lundevall,2008,M
Ansgar Simonsson,2008,M
C. Tidestav,2008,M
M. Blomgren,2008,M
Preeti Kumari,2015,F
Nuria Gonzalez-Prelcic,2015,F
Robert W. Heath,2015,M
Jan-Erik Berg,1992,M
R. Bownds,1992,M
F. Lotse,1992,F
Troels Kolding,2002,M
F. Frederiksen,2002,M
Preben Mogensen,2002,F
S. Okasaka,1991,F
S. Onoe,1991,M
Satoshi Yasuda,1991,M
Akiyoshi Maebara,1991,F
Nambirajan Seshadri,1993,M
Jack Harriman Winters,1993,M
A. Murase,1991,F
Ian Symington,1991,M
E. Green,1991,M
Ivan R. Kennedy,2008,M
Patrick J. Scanlon,2008,M
F.J. Mullany,2008,M
Milind M. Buddhikot,2008,M
Keith Nolan,2008,M
Thomas W. Rondeau,2008,M
Ali Abdi,2000,M
K. Wills,2000,M
H.A. Barger,2000,F
Mohamed-Slim Alouini,2000,M
Mostafa Kaveh,2000,M
Xiaoming Chen,2018,M
Honggang Zhang,2018,M
Celimuge Wu,2018,M
Shiwen Mao,2018,F
Yusheng Ji,2018,M
Mehdi Bennis,2018,M
Patrick Svedman,2004,M
Stephen J. Wilson,2004,M
Leonard J. Cimini,2004,M
Bjorn Ottersten,2004,F
Shree Krishna Sharma,2013,F
Symeon Chatzinotas,2013,M
Bjorn Ottersten,2013,F
Rapeepat Ratasuk,2010,M
Dominic Michael Tolli,2010,M
Amitava Ghosh,2010,M
M. Tuchler,2001,M
Joachim Hagenauer,2001,M
Saeed S. Ghassemzadeh,2003,M
Larry J. Greenstein,2003,M
Aleksandar Kavcic,2003,M
T. Sveinsson,2003,M
Vahid Tarokh,2003,M
Serkan Uygungelen,2011,F
Gunther Auer,2011,M
Zubin Bharucha,2011,F
Sivarama Venkatesan,2003,M
Steven H. Simon,2003,M
Reinaldo A. Valenzuela,2003,F
Sławomir Pietrzyk,2002,M
Gerard J. M. Janssen,2002,M
Mehmet Özgür Sahin,2005,M
Ismail Guvenc,2005,M
Michael Pecht,2005,M
Ivan Seskar,1992,M
S.V. Maric,1992,M
Jack M. Holtzman,1992,M
J. Wasserman,1992,M
Mohammad R. Torabi,2009,M
Wessam Ajib,2009,M
David Haccoun,2009,M
Francisco Ros,2009,M
Pedro Ruiz,2009,M
Ivan Stojmenovic,2009,M
Ismail Guvenc,2011,M
Moo-Ryong Jeong,2011,F
Ibrahim Demirdogen,2011,M
Balkan Kecicioglu,2011,M
Fujio Watanabe,2011,M
Min-Te Sun,2000,F
Wu-chi Feng,2000,M
Ten-Hwang Lai,2000,M
Kohta Yamada,2000,F
Hiroyuki Okada,2000,F
Kazuma Fujimura,2000,M
Christian Bettstetter,2002,F
Stefan Eriksson,2002,M
Chandur Sadarangani,2002,M
Christian Bettstetter,2003,F
Jürgen Eberspächer,2003,M
Sridhar Rajagopal,2012,M
Shadi Abu-Surra,2012,F
Mehrzad Malmirchegini,2012,F
Yufei W. Blankenship,2004,M
Philippe Sartori,2004,M
Brian K. Classon,2004,M
Vipul Desai,2004,M
Kevin L. Baum,2004,M
M. Kalia,2000,F
Divya Bansal,2000,F
Rajeev Shorey,2000,M
Hoon Kim,2004,M
Keunyoung Kim,2004,M
Youngnam Han,2004,M
Sang-Boh Yun,2004,M
Gregory D. Durgin,1999,M
Theodore S. Rappaport,1999,M
R. Gupta,2003,M
Souvik Das,2003,M
N. Yee,1994,F
Jean-Paul M. G. Linnartz,1994,M
M.F. Demirkol,2001,M
Mary Ann Ingram,2001,F
Y.-P. Nakache,2003,F
Andreas F. Molisch,2003,M
Rainer Grunheid,2001,F
Edgar Bolinth,2001,M
Hermann Rohling,2001,M
T. Kanai,1992,M
Kumar N. Sivarajan,1990,M
Robert J. McEliece,1990,M
Janet Ketchum,1990,F
Vahid Emamian,2002,M
P.A. Anghel,2002,F
Mostafa Kaveh,2002,M
A. Molina,1999,F
Georgia Athanasiadou,1999,F
Andrew R Nix,1999,M
Farooq Anjum,2003,F
D. Subhadrabandhu,2003,M
Saswati Sarkar,2003,M
Zhang Jingmei,2004,F
Zhang Qi,2004,M
Shao Chunju,2004,M
Wang Ying,2004,F
Zhang Ping,2004,M
Zhang Zhang,2004,M
Troels Kolding,2003,M
K. Siwiak,2001,M
P. Withington,2001,M
S. Phelan,2001,M
Mikio Iwamura,2015,F
Sebastian Rohde,2012,M
Christian Wietfeld,2012,M
Edin Zhang,2014,M
Chia-Chi Huang,2014,F
Xinzhou Wu,2014,F
Radovan Miucic,2014,M
Sichao Yang,2014,M
Samir Al-Stouhi,2014,M
James A Misener,2014,M
Sue Bai,2014,F
Wai-hoi Chan,2014,M
Sinan Gezici,2003,M
Hiroshi Kobayashi,2003,M
H. Vincent Poor,2003,M
Jangeun Jun,2003,F
Mihail L. Sichitiu,2003,M
Qing Xu,2003,F
R. Segupta,2003,M
Desheng Jiang,2003,M
D. Chrysler,2003,M
R.W. Nettleton,1989,M
G.R. Schloemer,1989,F
Hidehiro Matsuoka,1996,F
Seiichi Sampei,1996,M
Norihiko Morinaga,1996,F
Yukiyoshi Kamio,1996,M
Harri Saarnisaari,1997,M
Asrar U. H. Sheikh,1993,M
M. Abdi,1993,M
M. Handforth,1993,M
Xiaohang Chen,2014,M
Anass Benjebbour,2014,M
Anxin Li,2014,F
Atsushi Harada,2014,M
Shiao-Li Tsao,2002,F
Lin Chia-Ching,2002,F
Istvan Z. Kovacs,2002,M
Patrick Claus F. Eggers,2002,M
Kim Olesen,2002,M
Lars Jelstrup Petersen,2002,M
Donghong Cai,2016,M
Pingzhi Fan,2016,F
Xianfu Lei,2016,F
Yingjie Liu,2016,F
Dageng Chen,2016,M
Sigen Ye,2002,F
Rick S. Blum,2002,M
Leonard J. Cimini,2002,M
Ana Galindo-Serrano,2010,F
Lorenza Giupponi,2010,F
Michel Daoud Yacoub,2000,M
Peter Schramm,1998,M
H. Andreasson,1998,M
C. Edholm,1998,M
N. Edvardsson,1998,M
M. Hook,1998,M
S. Javerbring,1998,M
Franz Muller,1998,M
J. Skold,1998,M
Sung-Shik Woo,2000,M
Heung-Ryeol You,2000,M
Jong-Seog Koh,2000,M
Fuyun Ling,1993,F
Troels B. Sorensen,2005,M
Preben Mogensen,2005,F
F. Frederiksen,2005,M
H. Ozgur Sanli,2004,F
Suat Ozdemir,2004,M
Hasan Cam,2004,M
Chunbo Luo,2015,M
James Nightingale,2015,M
Ekhorutomwen Asemota,2015,F
Christos Grecos,2015,M
Kareem El-Kafrawy,2010,F
Moustafa Youssef,2010,M
Amr El-Keyi,2010,M
Ayman Fawzy Naguib,2010,M
Andreas Lobinger,2011,M
Szymon Stefanski,2011,M
Thomas Jansen,2011,M
Irina Balan,2011,F
Gerhard Fettweis,1994,M
Ahmad Bahai,1994,M
K. Anvari,1994,M
Chul-Ho Won,2005,M
Jong-Hoon Youn,2005,M
H. Elhosiny Ali,2005,M
Hamid Sharif,2005,M
Jitender S. Deogun,2005,M
Peng Ji,2014,M
Hsin-Mu Tsai,2014,M
Chao Wang,2014,M
Fuqiang Liu,2014,M
Claude Oestges,2006,M
Pablo González-Brevis,2011,M
Jacek Gondzio,2011,M
Yijia Fan,2011,M
H. Vincent Poor,2011,M
John F. Thompson,2011,M
Ioannis Krikidis,2011,M
Pei-Jung Chung,2011,F
Shinji Hara,2005,F
Dapeng Zhao,2005,M
Kazuhiro Yanagihara,2005,F
Jumpei Taketsugu,2005,M
Kiichi Fukui,2005,M
Shigeru Fukunaga,2005,M
Ken-ichi Kitayama,2005,F
Paulo R. L. Gondim,1996,M
E. Zimmermann,2003,F
P. Herhold,2003,M
Gerhard Fettweis,2003,M
Randa Zakhour,2009,F
Zuleita Ho,2009,F
David Gesbert,2009,M
Kyu-Sung Hwang,2009,M
Young-Chai Ko,2009,M
Mohamed-Slim Alouini,2009,M
I. Hammerstrom,2004,M
Konstantin V. Getman,2004,M
