Name,Year
Yuqing Li,2018
Shichuan Wang,2018
Xin Hong,2018
Yong-Zhi Li,2018
Yifeng Xu,2019
Juan Chen,2019
Qiaoning Yang,2019
Qing Guo,2019
Xiang Peisu,2008
Tian Ke,2008
Hu Qinzhen,2008
Huijun Gao,2006
Tongwen Chen,2006
James Lam,2006
Yi Zhang,2016
Lingyan Li,2016
Xiaoqiang Tian,2016
Chun Feng,2016
Zhen-Tao Liu,2016
Fangfang Pan,2016
Min Wu,2016
Weihua Cao,2016
Luefeng Chen,2016
Jianping Xu,2016
Ri Zhang,2016
Mengtian Zhou,2016
Weijie Tang,2017
Zhen-Tao Liu,2017
Qian Wang,2017
Zhen Zhang,2018
Jianying Zheng,2018
Xiang Wang,2018
Xueliang Fan,2018
Zhou Weidong,2015
Zhu Pengxiang,2015
Wang Chang-long,2015
Chu Hong Min,2015
Wang Qiu,2015
Qu Ting,2015
Yu Shuyou,2015
Guo Hongyan,2015
Chen-Jee Hong,2015
Cheng Hui,2013
Chen Yousheng,2013
Li Xiaokun,2013
Wong Wing Shing,2013
Nachi Gupta,2006
Shen Zhao,2014
Li Sun,2014
Donghai Li,2014
Zhiqiang Gao,2014
Zijian Zhou,2014
Xiaobin Tan,2014
Hebi Li,2014
Zhifan Zhao,2014
Dianbo Ma,2014
Wu Jianyong,2006
Tang Hou-jun,2006
Li Shaoyuan,2006
Fang Wan,2006
Duan Guang-ren,2014
Zhang Yachen,2008
Hu Yueming,2008
Wei Xu,2016
Haiyan Zhao,2016
Bingtao Ren,2016
Hong Chen,2016
Chunxiao Ding,2016
Na-Na Tao,2016
Yuanguo Zhu,2016
Yuan Xie,2018
Tao Zhang,2018
Li Weixing,2015
Su Haijun,2015
Pan Feng,2015
Gao Qi,2015
Quan Bin,2015
Cunjia Liu,2015
Hao Lu,2015
Wen-Hua Chen,2015
Kai Sun,2011
Qifang Shu,2011
Zhong-Hua Pang,2010
Guo-Ping Liu,2010
Zhixin Liu,2006
Lei Guo,2006
Lennart Ljung,2010
Zhizhang Pan,2016
Bo Yang,2016
Cailian Chen,2016
Xinping Guan,2016
Tian Wenfeng,2018
Jun Li,2018
Hongguang Li,2018
Hamza Khan,2018
Cai Yunze,2018
Hao Wang,2019
Guodong Yang,2019
En Li,2019
Yunong Tian,2019
Meng Zhao,2019
Zize Liang,2019
Zhang Shang-yue,2015
Liu Yuan-yuan,2015
Yang Gongliu,2015
Jiangping Hu,2011
Guanrong Chen,2011
Han-Xiong Li,2011
Jing Na,2013
Muhammad Nasiruddin Mahyuddin,2013
Guido Herrmann,2013
Xuemei Ren,2013
Sun Mingxuan,2006
He Xiongxiong,2006
Rafal Madonski,2014
Marcin Nowicki,2014
Przemyslaw Herman,2014
Meiqi Liu,2014
Bo Wang,2014
Zhi-Hong Deng,2014
Mengyin Fu,2014
Xiaoping Bai,2014
Xiangzhou Wang,2014
Shuhua Zheng,2014
Mingxin Yu,2014
Chen Guangyi,2006
Guo Wei,2006
Huang Kaisheng,2006
Enrico Canuto,2014
Carlos Antonio Barbosa Montenegro,2014
Luigi Colangelo,2014
Mauricio Alejandro Lotufo,2014
Wang Gexia,2008
Wang Zhiming,2008
D.S. Naidu,2008
Minyue Fu,2008
Yan Li,2016
Quan Pan,2016
Tao Yang,2016
Lantian Guo,2016
Fang Chen,2017
Linlin Qin,2017
Xiaofeng Li,2017
Gang Wu,2017
Chun Shi,2017
Li Zhang,2017
Jun Li,2017
Chao Wang,2017
Jinlei Ma,2017
Zhiqiang Zhou,2017
Mingjie Dong,2017
Yanhong Chen,2018
Youmin Zhang,2018
Jing Xin,2018
Yingmin Yi,2018
Ding Liu,2018
Han Liu,2018
Han Zhang,2018
Sheng Xu,2020
Anran Huang,2020
Lei Chen,2020
Baochang Zhang,2020
Feng Liu,2010
Guodong Shi,2010
Lei Chen,2015
Ma Baoli,2015
Feng Xiao,2012
Xiangyu Meng,2012
Tongwen Chen,2012
Bocheng Yu,2013
Xiwang Dong,2013
Zongying Shi,2013
Yisheng Zhong,2013
Yan Gongmin,2008
Yan Wei-sheng,2008
Xu Demin,2008
Jiang Zhong-Ping,2008
Lin Yuandan,2008
Wang Yuan,2008
Gen Sun Fang,2006
Wei Zijie,2006
Zhaoqiang Ge,2010
Chen Yao,2010
Christos G. Cassandras,2010
Jiang Jun,2013
QU Juntong,2013
Song Da-lei,2013
Han Jianda,2013
Miguel Realpe,2016
Boris X. Vintimilla,2016
Ljubo Vlacic,2016
Ying Li,2016
Farong Gao,2016
Huihui Chen,2016
Min-Hua Xu,2016
Chengbao Liu,2017
Jie Tan,2017
HongSheng Zhao,2017
Yaning Li,2017
Xiwei Bai,2017
Weijia Yao,2017
Zhiwen Zeng,2017
Xiangke Wang,2017
Huimin Lu,2017
Zhiqiang Zheng,2017
Yawen Xiao,2018
Jun Wu,2018
Zongli Lin,2018
Xiaodong Zhao,2018
Chao Hu,2018
Peng Tang,2018
Weidong Jin,2018
Zhengwei He,2018
Wei Li,2018
Denis Sidorov,2019
Qing Tao,2019
Ildar Muftahov,2019
Aleksei Zhukov,2019
Dmitriy Karamov,2019
Aliona Dreglea,2019
Fang Liu,2019
Hou Yun,2015
Zuo Zongyu,2015
Shi Zhiguang,2015
Yang Zhang,2015
Fei Yunfeng,2015
Lin Xu,2015
Guangyi Sun,2015
Bara J. Emran,2015
Jorge Dias,2015
Lakmal Seneviratne,2015
Guowei Cai,2015
Wenchao Xue,2011
Yi Huang,2011
Wenchao Xue,2013
Yi Huang,2013
Shen Zhao,2010
Zhiqiang Gao,2010
Juri Belikov,2008
Kristina Vassiljeva,2008
Eduard Petlenkov,2008
Sven Nõmm,2008
Weimin Qi,2006
Wei-You Cai,2006
Qiaoling Ji,2006
Yuanchu Cheng,2006
Gui-Rong Liu,2006
Senchun Chai,2006
David C. Rees,2006
Wen Tan,2011
Huifeng Liu,2014
Wei Ren,2014
Tao Zhang,2014
Jian Ping Gong,2014
Jiemei Liang,2014
Bo Liu,2014
Jingwei Shi,2014
Zhen Huang,2014
Chen Wei,2008
Fang Kang-ling,2008
Xinxing Tang,2016
Jin Zhou,2016
Ping Wang,2016
Ping Gong,2016
Fei Chen,2016
Weiyao Lan,2016
Mei Zhang,2016
Wenbo Shen,2016
Zhifeng Yao,2016
Xiaodong Zhuang,2016
Xiangrui Meng,2016
Shuo Wang,2016
Zhiqiang Cao,2016
Leijie Zhang,2016
Ya Xing Wang,2016
Hongbin Zhang,2016
Dongfei Han,2016
Hailong Huang,2016
Andrey V. Savkin,2016
Lixing Zhang,2016
Lei Qiao,2016
Jianliang Chen,2016
Weidong Zhang,2016
Ban Wang,2016
Khaled A. Ghamry,2016
Youmin Zhang,2016
Qiyan Yan,2017
Yanning Wang,2017
Wen Yuan,2017
Qingyang Chen,2017
Zhongxi Hou,2017
Yue Li,2017
Ye Tao,2017
Xiaohua Xie,2017
Haiyan Zhao,2017
Wei Xu,2017
Hong Chen,2017
Yuetian Liu,2017
Qingshan Liu,2017
Yinbo Xu,2018
Zhihong Liu,2018
Xiangke Wang,2018
Xingyang Lu,2018
Xiangying Zhang,2018
Guoliang Zhang,2018
Songmin Jia,2018
Tianze Zhang,2018
Xin Huo,2018
Songlin Chen,2018
Kai-Ning Wu,2018
Guojiang Zhang,2018
Yuhui Ji,2018
Qinjun Zhao,2018
Shuhui Bi,2018
Tao Shen,2018
Jun Cai,2018
Ouan Chang,2018
Xianlun Tang,2018
Can Xue,2018
Chang Wei,2018
Cao Guolu,2019
Yuliang Ma,2019
Xiao-Fei Meng,2019
Yunyuan Gao,2019
Ming Meng,2019
Zhou Li,2019
Yang Chen,2019
Hao Lu,2019
Huaiyu Wu,2019
Lei Cheng,2019
Xu Chang,2020
Jian Wu,2020
Tongfeng Yang,2020
Guorui Feng,2020
Xiaomeng Liu,2010
Hai Lin,2010
Ben M. Chen,2010
Zou Hui,2015
Huang Fuzhen,2015
Lei Yuan,2015
Hong Chen,2015
Bingtao Ren,2015
Haiyan Zhao,2015
Fei Chen,2013
Wei Ren,2013
Peng Zuo,2015
Guanlin Li,2015
Wei Xie,2015
John T.W. Yeow,2015
Ma Zhaowei,2015
Hu Tianjiang,2015
Shen Lin-cheng,2015
Kong Weiwei,2015
Zhao Boxin,2015
Yao Kaidi,2015
Luo Bing,2015
Meng Qing-Hao,2015
Wang Jia-ying,2015
Sun Biao,2015
Wang Ying,2015
Junzheng Wang,2010
Yong Zhang,2010
Ping Zhang,2010
Shi-Feng Sun,2010
Wei Wang,2015
Jiangshuai Huang,2015
Huijin Fan,2015
Wei Jiang,2015
Zhe Sun,2015
Ning Wang,2015
Yunrui Bi,2015
Jinhui Zhao,2015
Hao Xing,2015
Zhiyun Lin,2015
Minyue Fu,2015
Chunzhe Zhao,2010
Charles Nicholas Perez,2008
Miguel Strefezza,2008
Enrico Canuto,2014
Carlos Antonio Barbosa Montenegro,2014
Luigi Colangelo,2014
Mauricio Alejandro Lotufo,2014
Sun Wei,2008
Dou Li-hua,2008
Fang Hao,2008
Zhang Haiqiang,2008
Jianbo Xu,2014
Huiqing Zhang,2014
Jingli Zhang,2014
Hong Yiguang,2006
Jiang Zhong-Ping,2006
Feng Gang,2006
Wu Min,2006
He Yong,2006
Mashood Anwar,2014
Yuanqing Xia,2014
Jiang Wenjuan,2008
K. Alexandre,2008
Richard Jean-Pierre,2008
T. Armand,2008
Zhaojing Wu,2008
Xue-Jun Xie,2008
Tzou Jyh-Hwa,2008
L. Su Kuo,2008
Shanbin Li,2011
Bugong Xu,2011
Tao Chen,2014
Wei Zhang,2014
Jiajia Zhou,2014
Haomiao Yu,2014
Xiaofu Liu,2014
Yue Hao,2014
A. Mohammad,2008
S.S. Ehsan,2008
Ruan Xiao-gang,2008
Liu Jiang,2008
Di Haijiang,2008
Li XinYuan,2008
Bin Meng,2006
Baocang Ding,2011
Qimin Ren,2016
Qingjie Zhao,2016
Hui Qi,2016
Lingrui Li,2016
Junfeng Fan,2016
Fengshui Jing,2016
Zaojun Fang,2016
Zize Liang,2016
Peng Hang,2017
Fengmei Luo,2017
Fang Shude,2017
Xinbo Chen,2017
Hongliang Zhou,2017
Levent Guvenc,2017
Zhiyuan Liu,2017
Jianjie Ma,2017
Jie Zhang,2017
Jian Sun,2017
Hailong Wang,2017
Wendong Xiao,2017
Lin Tan,2017
Linsheng Zhao,2017
Hongpeng Wang,2017
Li Pengpeng,2017
Jingtai Liu,2017
Xiaolong Yang,2018
Xianbo Xiang,2018
Jia-Qi Pan,2018
Wen-Qiang Zou,2018
Jun-Hua Duan,2018
Deng-Gui Zhang,2018
Yong Xu,2018
Xingting Yao,2018
Xue Liu,2018
Hongzhou Xu,2018
Matthew Coombes,2018
Wen-Hua Chen,2018
Cunjia Liu,2018
Qianyu Lin,2018
Xiaoli Wang,2018
Yutong Wang,2018
Sheng Zhong,2019
Yi Huang,2019
Zhongbo Sun,2019
Feng Li,2019
Gang Wang,2019
Yongbai Liu,2019
Yufeng Lian,2019
Keping Liu,2019
Mei,2011
Ren,2011
Ma,2011
Jingtao Shi,2010
Yunpeng Wang,2015
Long Cheng,2015
Zeng-Guang Hou,2015
Min Tan,2015
Hongnian Yu,2015
Fei Rong,2015
Li Qianya,2015
Hu Bo,2015
Zhang Jing,2015
Yang Dongdong,2015
Dongsheng Wu,2011
Qing Yang,2011
Da-Zhi Wang,2011
Hu Jiangping,2013
Xiao Zaihu,2013
Zhou YuLong,2013
Yu Junyan,2013
Zhongwei He,2015
Wei Xie,2015
Mohammad Torabi Dashti,2010
K. Shojaee,2010
S. M. H. Seyedkashi,2010
Mojtaba Behnam,2010
Zhang Xuebo,2008
Fang Yongchun,2008
Ma Bojun,2008
Liu Xi,2008
Zhang Ming,2008
Peng Yi,2014
Yiguang Hong,2014
Bin Xian,2014
Yang Liu,2014
Xu Zhang,2014
Meihui Cao,2014
Fu Lee Wang,2014
Xiao Benxian,2008
Lu Pien Cheng,2008
Chen Hao,2008
Yu YanFeng,2008
Chen Rongbao,2008
Lingyun Kong,2006
Fengqi Zhou,2006
Jun Zou,2006
Lei Guo,2011
Bixia Dai,2014
Wei Li,2014
Long Kejun,2008
Yun Meiping,2008
Zheng Jian-long,2008
Yang Xiaoguang,2008
Li Jinwei,2008
Liao Guiping,2008
Xiao Fen,2008
Zhang Ke,2008
Jiang Bin,2008
Li Jinying,2008
Li Jinchao,2008
Pi Youguo,2006
Shu Huai-lin,2006
Liang Tiancai,2006
Gongguo Tang,2006
Lei Guo,2006
Hui Wang,2016
Jing Gao,2016
Lifeng Tong,2016
Lijun Yu,2016
Liping Zhao,2016
Jianhua Li,2016
Mingjie Liu,2016
Yiwen Qi,2016
Ming Cao,2016
Changzheng Hou,2016
Jin Hou,2016
Chao-Chao Yu,2016
Hao Yufei,2017
Wang Tianmiao,2017
Fang Xi,2017
Yang Kang,2017
Mao Ling,2017
Guan Juan,2017
Wei Li,2017
Zhong Zheng,2017
Hui Yi,2017
Jianguo Wang,2017
Zhi-Duo Cao,2017
Banghua Yang,2017
Shiwei Ma,2017
Minrui Fei,2017
Hao Wang,2017
Yuan Yao,2017
Tao Chen,2017
Xiaofei Wang,2017
Hong Ji,2017
Alian Chen,2017
Qi Liu,2017
Chenghui Zhang,2017
Yin Zhong,2017
Zhang Jianhua,2017
Yang Zhen,2017
Miao Yue,2017
Chen Zhong-yu,2017
Tian Changbing,2017
Chen Xin,2017
Hua Wang,2018
Dingsheng Zhang,2018
Zhonghua Miao,2018
Guo Zhenglong,2018
Fu Qiang,2018
Quan Quan,2018
Xu Yin,2018
Ruilin Wang,2018
Xiaobo Liu,2018
Yaoming Cai,2018
Yang Xu,2018
Shiyu Zhao,2018
Delin Luo,2018
Yancheng You,2018
Haiying Chen,2018
Guan-zheng Tan,2018
Geng Qian,2018
Rongyuan Chen,2018
Erxuan Chai,2019
Peter Y.F. Zeng,2019
Sicong Ma,2019
Hao Xing,2019
Bing Zhao,2019
Chenhui Wu,2019
Li Chai,2019
Jun Yang,2019
Yuxia Sheng,2019
Suisui Chen,2019
Tao Liu,2019
Degang Xu,2019
Yan Huo,2019
Yixuan Yang,2019
Li Diao,2019
Dan Niu,2019
Zengliang Zang,2019
Chen Chen,2019
Ru Ni,2020
Huan H. Cao,2020
Zhongxin Liu,2010
Zengqiang Chen,2010
Waseem Aslam Butt,2010
Lin Yan,2010
Amezquita S. Kendrick,2010
Shengbo Eben Li,2015
Yang Zheng,2015
Keqiang Li,2015
Jianqiang Wang,2015
Xu WeiMin,2015
Zheng Xiang,2015
Liu Yuqiang,2015
Zhang Mengjie,2015
Luo Yuyang,2015
Jiyang Qi,2010
Fan Yunsheng,2015
Sun Xiaojie,2015
Wang Guofeng,2015
Guo Chen,2015
Aleksei Tepljakov,2012
Eduard Petlenkov,2012
Juri Belikov,2012
Zhang Wen-an,2008
Yu You Li,2008
Song Hong-bo,2008
Zhenghuan Zhang,2014
Hongsheng Xi,2014
Chen Song,2014
Sun Jian,2008
Liu Guo-ping,2008
Chen Jie,2008
Li Xiaoya,2006
Huang Dao-ping,2006
Yang Jian,2006
Wu Jing,2006
Zhang Liqian,2006
Chen Tongwen,2006
Zhi Liu,2014
Yuzhen Wang,2014
Guodong Zhao,2014
Dai GuoJun,2008
Zhang Yun,2008
Lee Tsu-Tian,2008
Yunong Zhang,2014
Keke Zhai,2014
Ying Wang,2014
Dechao Chen,2014
Chen Peng,2014
Hongbo Li,2006
Zengqi Sun,2006
Badong Chen,2006
Shen Yan-xia,2006
Wu Dinghui,2006
Ji Zhicheng,2006
Miaomiao Ma,2006
Hong Chen,2006
Liu Yin,2006
Qi Tian,2006
Su Weizhou,2006
Pan Da-fu,2008
Wang Bo,2008
Jiangping Hu,2012
Peng Kemao,2006
Dong Miaobo,2006
M Chen Ben,2006
Cai Guowei,2006
Lum Kai Yew,2006
H. Lee Tong,2006
Zhang Nan,2008
David Antoine,2008
D. Andrei,2008
M.-C. Felixo,2008
Tian Xuemin,2008
Deng Xiaogang,2008
Lin Feng,2006
M. Chen Ben,2006
Lum Kai Yew,2006
Brian D. O. Anderson,2006
Yu Changbin,2006
F. Baris,2006
Jin Jianxun,2006
Guo Youguang,2006
Chen Jiaxin,2006
Zheng Luhai,2006
Zhu Jianguo,2006
LI Wenchao,2006
Zhou Yong,2006
Xia Shixiong,2006
Simon Grude,2013
Matthew Freeland,2013
Chenguang Yang,2013
Hongbin Ma,2013
Peng Jian-liang,2008
Sun Xiuxia,2008
Zhu Fan,2008
Zhang Jian,2008
Chen Hu,2016
Shenghan Zhou,2016
Yue Xie,2016
Wenbing Chang,2016
Zhenlong Wu,2016
Donghai Li,2016
Ling-Mei Wang,2016
Sen Chen,2016
Wenyan Bai,2016
Yi Huang,2016
Huaiqiang Yin,2016
Shurong Li,2016
Huarong Wang,2016
Dabo Xu,2016
Jiahui Tang,2016
Hong Chen,2016
Bingzhao Gao,2016
Qifang Liu,2016
Shuyou Yu,2016
Hongqing Chu,2016
Tao Weinan,2016
Bingzhao Gao,2016
Qifang Liu,2016
Hong Chen,2016
Dong-Sheng Ding,2016
Zengru Jiang,2016
Chengyuan Liu,2016
Ting Wan,2016
Min Wu,2016
Xiongbo Wan,2016
Yuxiao Du,2016
Liang Chen,2016
Xiaojie Guo,2016
Chen-Lu Geng,2016
Ru An,2016
Wenjing Li,2016
Honggui Han,2016
Junfei Qiao,2016
Kejian Wu,2017
Baiqing Fan,2017
Xiao Zhang,2017
Yu-Zhong Wang,2017
Hongbo Zou,2017
Jili Tao,2017
Ridong Zhang,2017
Yong-Wei Zhang,2017
Yangguang Yu,2017
Shengde Jia,2017
Xiangke Wang,2017
Guangyan Xu,2017
Shenna Wei,2017
Hongmei Zhang,2017
Shenghui Guo,2017
Fanglai Zhu,2017
Shuxian Zhu,2017
Huiyi Hu,2017
Jun-Qi Yang,2017
Yuyao Hao,2017
Jing Wang,2017
Sergey A. Chepinskiy,2017
Aleksandr Y. Krasnov,2017
Shirong Liu,2017
Xuesong Zhou,2017
Zhihao Fan,2017
Youjie Ma,2017
Zhiqiang Gao,2017
Melvin L.K. Chua,2017
Bo Wang,2017
Min Zeng,2017
Ying Luo,2017
Qiumei Guo,2017
Hong Jiang,2017
Haodi Yao,2017
Qing-Tao Yu,2017
Xiao-Wei Xing,2017
Fenghua He,2017
Jie Ma,2017
Jianmin Zheng,2017
Zhonghua Wang,2017
Dongxue Wang,2017
Yueyang Li,2017
Lianqing Liu,2017
Shanshan Zhou,2017
Wenjing Li,2017
Junfei Qiao,2017
Kai Cao,2017
Xianlin Zeng,2017
Yiguang Hong,2017
Wanye Yao,2018
Liqi Ma,2018
Ying Huang,2018
Guoliang Wei,2018
Yongxiong Wang,2018
Hui He,2018
Ran Hu,2018
Yaning Zhang,2018
Ying Zhang,2018
Runhai Jiao,2018
Shiwang Liu,2018
Linhong Lu,2018
Xunyu Zhong,2018
Jianping Zeng,2018
Lanjuan Li,2018
Jian-Jin Li,2018
Xiaoyuan Luo,2018
Xinyu Wang,2018
Xinping Guan,2018
Shizeng Lu,2018
Hongliang Yu,2018
Xiaohong Wang,2018
Qiang Zhang,2018
Fanjun Li,2018
Zhao Liu,2018
Fangqian Ning,2018
Mufeng Wang,2018
Bugong Xu,2018
Yin Tian,2018
Dingfei Guo,2018
Kunting Zhang,2018
Lihao Jia,2018
Hong Qiao,2018
Haichuan Tang,2018
Peng Yan,2018
Zhuo Yan,2018
Hongxing Zheng,2018
Jifeng Guo,2018
Qi Fu,2019
Dan Niu,2019
Zengliang Zang,2019
Junhao Huang,2019
Li Diao,2019
Weiquan Ni,2019
Xumin Huang,2019
Junxing Zhang,2019
Rong Yu,2019
Qiang Chen,2019
Li Liu,2019
Rui Han,2019
Jiaying Qian,2019
Donglian Qi,2019
Jie Shi,2019
Yali Zhou,2019
Weijie Zhang,2019
Longzhang Ke,2020
Zhenxing Liu,2020
Yong Zhang,2020
Fei Shi,2020
Huimin Qian,2020
Wei Chen,2020
Min Huang,2020
Zechen Wan,2020
Wang Jian,2015
Borisov Oleg,2015
Gromov Vladislav,2015
Pyrkin Anton,2015
Bobtsov Alexey,2015
Yi Huang,2010
Wenchao Xue,2010
Xiaoxia Yang,2010
Wu Yuanyuan,2015
Liu Yongxin,2015
Fornasini Ettore,2015
Valcher Maria Elena,2015
Tao Zhang,2010
Baolian Liu,2010
Huiping Zhang,2010
He Cai,2013
Jie Huang,2013
Yuxin Jiang,2015
Zhao Zhiyao,2015
Liu Haoxiang,2015
Quan Quan,2015
Yuan I. Min,2015
Ke-cai Cao,2015
Hu Sheng,2015
Zhang Tao,2015
Zhang Yunong,2013
Luo Feiheng,2013
Yin Yong-hua,2013
Liu Jinrong,2013
Yu Xiaotian,2013
Wei Qingtong,2015
Wang Hong-lin,2015
Qingxian Wu,2015
Chen Mou,2015
Lijun Zhang,2011
Xue Qi,2011
Jiemei Zhao,2011
Heming Jia,2011
Yongjie Pang,2011
Qing-sheng Shi,2010
Chenghui Zhang,2010
Naxin Cui,2010
Xiao-Ping Zhang,2010
Wang Linglin,2015
Liu Yongxin,2015
Zhai Xiaoke,2015
Hu Chenglei,2015
Li Kangji,2015
Liu Guohai,2015
Pan Lei,2015
Tao Tang,2011
Zhongxin Liu,2011
Zengqiang Chen,2011
Yuan Huang,2015
Junzheng Wang,2015
Dawei Shi,2015
Li Chenglong,2015
Fang Jian Zhou,2015
Wang Jiafang,2015
Zhang Xiang,2015
Yang Jun,2012
Liu Huixian,2012
Li Shihua,2012
Chen Xisong,2012
Christos G. Cassandras,2013
Wang XiaoLi,2008
Hong Yiguang,2008
Jiang Zhong-Ping,2008
Chunchao Shi,2006
Guoshan Zhang,2006
Zhang Jian,2006
Fan Xiao-ping,2006
Huang Cai-lun,2006
Zhang Ke,2008
Zhang Weihua,2008
Yuan Jin-sha,2008
Wenyan Bai,2014
Wenchao Xue,2014
Yi Huang,2014
Haitao Fang,2014
He Yong,2006
Wu Min,2006
Liu Guo-ping,2006
She Jinhua,2006
Jingli Kang,2014
Zhi-Hong Deng,2014
Mu Sun,2014
Bo Wang,2014
Wang Yi,2006
Wan Fuyong,2006
Xiao-Mei Zhang,2006
Yufan Zheng,2006
Hongji Tang,2006
Guo-ping Lu,2006
Wang Rui,2006
Zhou Zhou,2006
Shen Yanhang,2006
Hazim H. Tahir,2006
A. A. A. Al-Rawi,2006
Hao Yu,2014
Gong-You Tang,2014
Hao Su,2014
Chun-Peng Tian,2014
Jian Zhang,2014
Kemao Peng,2006
Guowei Cai,2006
Ben M. Chen,2006
Miaobo Dong,2006
T. Randall Lee,2006
N.M. Ali,2006
V. Amin,2006
Wu Kun,2008
Pan Wei,2008
Jianhua Cheng,2014
Daidai Chen,2014
René Landry,2014
Dongxue Guan,2014
Xiuzhi Wang,2014
