Name,Year,Gender
R. S. Sorbello,1984,M
P. Salonen,2004,M
Yahya Rahmat-Samii,2004,M
M. Schaffrath,2004,M
Markku Kivikoski,2004,M
S. Sadat,2006,M
M. Fardis,2006,M
Fatemeh Geran,2006,F
Gholamreza Dadashzadeh,2006,M
N. Hojjat,2006,M
M. Roshandel,2006,F
A. Forenza,2004,F
Robert W. Heath,2004,M
Charlie Orlenius,2005,M
P.-S. Kildal,2005,M
Gregory Poilasne,2005,M
Aaron Kerkhoff,2004,M
Hao Ling,2004,F
Daniel F. Sievenpiper,2005,M
Joseph S. Colburn,2005,M
Bernard Fong,2005,M
John J. Ottusch,2005,M
John S. Visher,2005,M
Yongxi Qian,1999,F
William R. Deal,1999,M
Noriaki Kaneda,1999,F
Tatsuo Itoh,1999,M
J.M. Johnson,1994,M
Yahya Rahmat-Samii,1994,M
Masaaki Tanaka,2003,M
Jae-Hyeuk Jang,2003,F
Insik Chang,2002,M
Bomson Lee,2002,M
H.G. Schantz,2001,M
L. Wayne Fullerton,2001,M
Johnna Powell,2004,F
Anantha P. Chandrakasan,2004,M
P. V. Anob,2001,M
Kamla Prasan Ray,2001,M
Girish Kumar,2001,M
Giorgi Bit-Babik,2004,M
C. Di Nallo,2004,M
Antonio Faraone,2004,M
Pasi Raumonen,2003,M
Lauri Sydanheimo,2003,F
Leena Ukkonen,2003,F
M. Keskilammi,2003,F
Markku Kivikoski,2003,M
Terry H. O'Donnell,2006,M
Arthur D. Yaghjian,2006,M
J. A. Evans,1999,F
M.J. Amunann,1999,M
Elizabeth Bleszynski,1994,F
M. Bleszynski,1994,F
Thomas Jaroszewicz,1994,M
ZhargCheng Hao,2005,M
Wei Hong,2005,M
Hao Li,2005,F
Hua Zhang,2005,M
Ke Wu,2005,M
Aaron Kerkhoff,2003,M
Hao Ling,2003,F
Abbas Abbaspour-Tamijani,2002,M
J.B. Rizk,2002,M
Gabriel M. Rebeiz,2002,M
W.E. McKinzie,1997,F
P. Salonen,2004,M
Fan Yang,2004,M
Yahya Rahmat-Samii,2004,M
Markku Kivikoski,2004,M
Hossein Mosallaei,2005,M
Kamal Sarabandi,2005,F
George V. Eleftheriades,2004,M
Anthony Grbic,2004,M
Marco A. Antoniades,2004,F
C. Lu,1993,M
Weng Cho Chew,1993,M
Fan Yang,2001,M
Yahya Rahmat-Samii,2001,M
Hao Jing,2008,F
Yu Wang,2008,M
J. S. H. Lee,1993,M
Stan Livingston,1993,M
Takashi Taniguchi,2003,M
T. Kobayashi,2003,M
A. Aminian,2003,F
Fan Yang,2003,M
Yahya Rahmat-Samii,2003,M
S. Tarvas,2000,M
A. Isohatala,2000,F
V. Derr,1971,M
R.T. Cock,1987,M
C. Christodoulou,1987,M
K. J. Vinoy,2001,M
K. A. Jose,2001,F
Vijay K. Varadan,2001,M
J.C. Huang,1997,M
Ronald J. Pogorzelski,1997,M
Grant Hampson,1999,M
A.B. Smolders,1999,M
Aldo Petosa,1996,M
D.J. Roscoe,1996,M
Michel Cuhaci,1996,M
K. S. Lee,1996,M
Kwai-Man Luk,1996,M
Kin-Fai Tong,1996,F
Yuk L. Yung,1996,F
Tan Huynh,1996,M
Richard Q. Lee,1997,M
Janusz Grzyb,2006,M
Duxian Liu,2006,M
Ullrich R. Pfeiffer,2006,M
Brian P. Gaucher,2006,M
C. Cibin,2004,M
Pascal Leuchtmann,2004,M
M. Gimersky,2004,M
Ruediger Vahldieck,2004,M
S. Moscibroda,2004,M
Ozgur Ergul,2004,M
Levent Gurel,2004,M
P. Guo,2008,M
Huey-Ru Chuang,2008,M
M. Sanad,1995,M
J. A. Maloney,2000,F
Morris P. Kesler,2000,M
L.M. Lust,2000,M
L.N. Pringle,2000,M
T.L. Fountain,2000,M
Peter D. Harms,2000,M
Glenn S. Smith,2000,M
Hisamatsu Nakano,1995,M
I. Oshima,1995,F
Hiroaki Mimaki,1995,F
Kentaro Hirose,1995,M
Junji Yamauchi,1995,M
Xianming Qing,2003,M
M.Y.W. Chia,2003,F
Xuan Hui Wu,2003,F
H.G. Schantz,2005,M
Gaetano Marrocco,2002,M
A. Fonte,2002,F
F. Bardati,2002,M
Hyungkuk Yoon,2004,F
Hyungrak Kim,2004,M
Kihun Chang,2004,M
Young Soo Yoon,2004,F
Young Hwan Kim,2004,M
Alexander Lin,2005,M
Hao Ling,2005,F
Daniel P. Huebner,1978,M
Seppo Saario,1997,M
David V. Thiel,1997,M
J. G. Lu,1997,M
Steven Gregory O'keefe,1997,M
G. Burke,1979,M
Andrew J. Poggio,1979,M
J. Logan,1979,M
J. Rockway,1979,M
M.C. Walden,2005,M
Francis W. Rowsell,2005,M
Christian Waldschmidt,2002,M
J. v. Hagen,2002,M
Werner Wiesbeck,2002,M
Shih-Huang Yeh,2002,F
Kin-Lu Wong,2002,M
Tsutomu Chiba,1982,F
Yasuhiro Suzuki,1982,F
Naoki Miyano,1982,M
Leena Ukkonen,2004,F
Daniel W. Engels,2004,M
Lauri Sydanheimo,2004,F
Markku Kivikoski,2004,M
Kelvin Mei,1992,M
Rafael Pous,1992,M
Zhenyu Chen,1992,M
Y. W. Liu,1992,M
Yuehui Ouyang,2005,M
E. Karayianni,2005,F
William J. Chappell,2005,M
Kamla Prasan Ray,2006,M
Yogesh Ranga,2006,M
Robert C. Qiu,2007,M
Chenming Zhou,2007,M
Jie Zhang,2007,F
Nan Guo,2007,M
W. Sorgel,2003,M
Christian Waldschmidt,2003,M
Werner Wiesbeck,2003,M
Leena Ukkonen,2004,F
Lauri Sydanheimo,2004,F
Markku Kivikoski,2004,M
Tzung-Wern Chiou,2001,M
Kin-Lu Wong,2001,M
B. Lindmark,1997,M
T. Deveze,1992,M
Luc Beaulieu,1992,M
W. Tabbara,1992,F
David M. Pozar,1993,M
D.H. Schaubert,1993,M
H. Alroughani,2014,F
Jonathan Ethier,2014,M
Deirdre McNamara,2014,F
Paolo Baccarelli,2004,M
Paolo Burghignoli,2004,M
Giacomo Lovat,2004,M
Simone Paulotto,2004,M
J. Kiriazi,2003,F
H. Ghali,2003,M
H.F. Ragaie,2003,M
H. Haddara,2003,F
Elsherbini Adel A,2007,F
Cemin Zhang,2007,M
Song Lin,2007,F
Konstantin V. Getman,2007,M
Ahmed M. Kamel,2007,M
Aly E. Fathy,2007,F
Hadia M. El-Hennawy,2007,F
Robert A. Scholtz,1998,M
R.J.-M. Cramer,1998,M
Moe Z. Win,1998,M
H.G. Schantz,2007,M
Kang Li,2001,F
Chonghu Cheng,2001,M
Toshiaki Matsui,2001,M
Masayuki Izutsu,2001,M
Wan Khairuddin Wan Ali,1998,M
S.H. Al-Charchafchi,1998,M
Do-Hoon Kwon,2004,M
Yong Jin Kim,2004,M
Ahmed M. Attiya,2004,M
A. Bayram,2004,F
Ahmad Safaai-Jazi,2004,M
Sedki M. Riad,2004,M
Myung Kyum Kim,2000,M
Kwonil Kim,2000,M
Young Jin Suh,2000,M
Ikmo Park,2000,M
S. Datthanasombat,2001,M
Aluizio Prata,2001,M
L.R. Arnaro,2001,M
J. A. Harrell,2001,M
S. Spitz,2001,M
J. Perret,2001,M
Muhammad Ramlee Kamarudin,2005,M
Yuriy I. Nechayev,2005,M
Peter Hall,2005,M
Farid Dowla,2004,F
Faranak Nekoogar,2004,F
A. Spiridon,2004,M
Parisa Dehkhoda,2004,F
Ahad Tavakoli,2004,M
Ahmed A. Kishk,2002,M
Rob Maaskant,2007,M
E. E. M. Woestenburg,2007,F
James H. Schaffner,2000,M
Robert Y. Loo,2000,M
Daniel F. Sievenpiper,2000,M
Franklin A. Dolezal,2000,M
Gregory L. Tangonan,2000,M
Jonathan J. Lynch,2000,M
J. S. H. Lee,2000,M
Stan Livingston,2000,M
R.F.J. Broas,2000,M
Ming C. Wu,2000,M
E. Reusens,2007,M
Wout Joseph,2007,M
Günter Vermeeren,2007,M
Luc Martens,2007,M
Benoît Latré,2007,M
Ingrid Moerman,2007,F
Bart Braem,2007,M
Chris Blondia,2007,F
Luigi Boccia,2002,F
Francesca Venneri,2002,F
Giandomenico Amendola,2002,F
G. Di Massa,2002,F
M. Nannetti,2007,F
Francesco Caminita,2007,F
Per-Simon Kildal,2007,M
Ahmad A. Gheethan,2008,M
Dimitris E. Anagnostou,2008,M
Yuriy I. Nechayev,2005,M
Peter Hall,2005,M
Christos E. Constantinou,2005,M
Yang Hap,2005,M
Akram Alomainy,2005,M
Rostyslav Dubrovka,2005,M
Clive Parini,2005,F
Zhan Li,2000,F
Yahya Rahmat-Samii,2000,M
Cheng-Jung Lee,2005,F
Kevin M. K. H. Leong,2005,M
Tatsuo Itoh,2005,M
J.W. Mink,1980,M
Markus Landmann,2004,M
Achim Richter,2004,M
Reiner S. Thoma,2004,M
Eva Antonino-Daviu,2004,M
Marta Cabedo-Fabres,2004,M
Miguel Ferrando-Bataller,2004,M
Jose I. Herranz-Herruzo,2004,M
Hana Dobsicek Trefna,2008,F
Mikael Persson,2008,M
M. Shimizu,1994,F
D. Davis,1967,M
O. Digiondomenico,1967,M
J. Kempic,1967,M
Nikolay Serafimov,2002,M
P.-S. Kildal,2002,M
T. Bolin,2002,M
Peter H. Siegel,2006,M
P. de Maagt,2006,M
Amir I. Zaghloul,2006,F
Rainee N. Simons,2002,F
Donghoon Chun,2002,M
Linda P. B. Katehi,2002,F
Arthur A. Oliner,2003,F
David A. Jackson,2003,M
I. Pele,2004,F
Anne Chousseaud,2004,M
Serge Toutain,2004,M
Lin Cheng,2008,M
B.E. Henty,2008,M
Fan Bai,2008,M
Daniel D. Stancil,2008,M
Peter Hall,2002,M
Marco Ricci,2002,M
T.M. Hee,2002,F
D. Gies,2004,M
Yahya Rahmat-Samii,2004,M
H.G. Schantz,2003,M
Branislav M. Notaros,2002,M
Heinrich Foltz,1999,M
J. McLean,1999,M
J.C. Huang,1998,M
Menglin Lou,1998,M
A. Feria,1998,F
Yongsun Kim,1998,F
Young-Wook Kim,2008,M
Hao Ling,2008,F
P. Dubois,1989,M
Lynne Norikane,1989,F
Jakob van Zyl,1989,M
Howard A. Zebker,1989,M
Francesco Merli,2008,F
L. Bolomey,2008,M
Eric Meurville,2008,M
A.K. Skrivervik,2008,M
Stephen D. Gedney,2008,M
Chong Luo,2008,M
J.A. Roden,2008,M
R. D. Crawford,2008,M
Brock G. Guernsey,2008,M
Jon M. Miller,2008,M
E. W. Lucas,2008,M
Cemin Zhang,2006,M
Aly E. Fathy,2006,F
Jason Lohn,2002,M
W.F. Kraus,2002,M
Derek S. Linden,2002,M
Daniel F. Sievenpiper,2001,M
James H. Schaffner,2001,M
Billy W. Loo,2001,M
Gregory L. Tangonan,2001,M
R. Harold,2001,M
Joseph L. Pikulski,2001,M
R. F. Naranjo Garcia,2001,M
Carles Puente,1998,M
Maria Fidela de Lima Navarro,1998,F
Ignacio Romeu,1998,M
Rafael Pous,1998,M
Nanfang Yu,2013,F
Federico Capasso,2013,M
Manos M. Tentzeris,2002,M
Robert K.Y. Li,2002,M
K. E. Lim,2002,M
M. Maeng,2002,M
E. Tsai,2002,M
G. DeJean,2002,M
J. Laskar,2002,M
J.T. Prothro,2006,M
Gregory D. Durgin,2006,M
Joshua D. Griffin,2006,M
S. Yamamoto,2002,M
Jiro Hirokawa,2002,F
Makoto Ando,2002,M
Yunong Zhang,1995,M
T.K.-C. Lo,1995,M
Yong-Seok Hwang,1995,M
J.W. Schuster,1998,M
Raymond J. Luebbers,1998,M
James H. Schaffner,2001,M
Daniel F. Sievenpiper,2001,M
Robert Y. Loo,2001,M
J. S. H. Lee,2001,M
Stan Livingston,2001,M
Christophe Guiffaut,2000,M
K. Mahdjoubi,2000,M
Eisuke Nishiyama,2004,F
Masamichi Aikawa,2004,F
J.P. Gianvittorio,2000,M
Yahya Rahmat-Samii,2000,M
A. Alexanian,1995,F
Heng-Chia Chang,1995,M
Robert A. York,1995,M
Pavel Nikitin,2010,M
K. R. Rao,2010,M
V. Pathak,2003,M
S. Thornwall,2003,M
Mireille Krier,2003,F
S. Rowson,2003,M
Gregory Poilasne,2003,M
Laurent Desclos,2003,M
Zhang-Cheng Hao,2005,M
Wei Hong,2005,M
Hao Li,2005,F
Hua Zhang,2005,M
Ke Wu,2005,M
David M. Pozar,1985,M
J. Mallett,1976,M
Matthias Geissler,2003,M
Oliver Litschke,2003,M
Dirk Heberling,2003,M
P. Waldow,2003,M
Ingo Wolff,2003,M
William F. Moulder,2014,M
Bradley T. Perry,2014,M
Jeffrey S. Herd,2014,M
Omar Siddiqui,2003,M
Mo Mojahedi,2003,M
S.J. Erickson,2003,M
George V. Eleftheriades,2003,M
Qing Huo Liu,1997,M
J. N. Butler,1965,M
S. Basat,2005,M
Kyutae Lim,2005,M
J. Laskar,2005,M
Manos M. Tentzeris,2005,M
Jaume Anguera,2007,F
A. Cabedo,2007,F
Cristina Picher,2007,F
I. Sanz,2007,M
Marc Ribó,2007,M
Carles Puente,2007,M
Hideyuki Usui,2006,M
Maiko Takahashi,2006,M
Keita Ito,2006,M
Wai Ko,1993,M
R. Mittra,1993,M
Weng Cho Chew,1997,M
Jing-Lu Jin,1997,F
Eric Michielssen,1997,M
David M. Pozar,1996,M
Youssef Tawk,2010,M
Joseph Costantine,2010,M
Christos G. Christodoulou,2010,M
R. Bhalla,2001,F
L. Shafai,2001,M
Ashok K. Agrawal,1980,M
Harold J. Price,1980,M
Shyam H. Gurbaxani,1980,M
Arthur D. Yaghjian,2003,M
Steven R. Best,2003,M
Soumyabrata Chakrabarty,2000,M
Frank Klefenz,2000,M
Achim Dreher,2000,M
L. Schreider,2004,M
Xavier Begaud,2004,M
M. Soiron,2004,M
B. Perpere,2004,M
Yikai Chen,2014,M
Chao-Fu Wang,2014,M
Charlie Orlenius,2006,M
Magnus Franzen,2006,M
P.-S. Kildal,2006,M
Ulf Carlberg,2006,M
Isamu Chiba,1989,F
K. Hariu,1989,M
Susumu Sato,1989,M
Shuhei Mano,1989,M
Fernando Ferreira Costa,2007,M
Agostino Monorchio,2007,M
Giuliano Manara,2007,M
G. Engargiola,2002,F
Ashraf Uz Zaman,2009,M
Eva Rajo-Iglesias,2009,M
Esperanza Alfonso,2009,M
Per-Simon Kildal,2009,M
Shanker Ram,2008,M
Hao Ling,2008,F
Jaume Anguera,2002,F
Carles Puente,2002,M
Juan D. Soler,2002,M
Said Mikki,2005,M
Ahmed A. Kishk,2005,M
H.G. Schantz,2001,M
M. Barnes,2001,M
Fan Yang,2002,M
Yahya Rahmat-Samii,2002,M
Guangping Zhou,2000,M
A.K. Shackelford,2001,M
K. S. Lee,2001,M
Deb Chatterjee,2001,M
Y. Guo,2001,M
Kwai-Man Luk,2001,M
Xianming Qing,2004,M
Zhi Chen,2004,M
Ozgur Ergul,2004,M
Levent Gurel,2004,M
Shun Yao,2014,M
Xueli Liu,2014,F
Stavros V. Georgakopoulos,2014,M
Manos M. Tentzeris,2014,M
T. Svantesson,2002,M
R.K. Mongia,1997,F
Yin-Chun A. Kao,1996,F
R. W. Atkins,1996,M
David V. Thiel,1996,M
Steven Gregory O'keefe,1996,M
Jun Lu,1996,M
Johan Sidén,2007,M
Hans Nilsson,2007,M
Nils Hoivik,2007,M
Dong Liu,2007,M
Christopher V. Jahnes,2007,M
John M. Cotte,2007,M
C.F. Tsang,2007,M
Chetan K. Patel,2007,M
Ullrich R. Pfeiffer,2007,M
Janusz Grzyb,2007,M
John U. Knickerbocker,2007,M
John H. Magerlein,2007,M
Brian P. Gaucher,2007,M
Benjamin Freer,2010,M
Jayanti Venkataraman,2010,M
Chi Lin,2007,F
Shih-Chieh Hsu,2007,M
Catherine Hsu,2007,F
Huey-Ru Chuang,2007,M
J.T. Aberle,1991,M
Kiyotaka Fujii,2003,M
Keita Ito,2003,M
Setsuko Tajima,2003,F
Magdy F. Iskander,2001,M
Zhengqing Yun,2001,M
Zhijun Zhang,2001,M
Masaaki Tanaka,1994,M
R. Suzuki,1994,F
Yasuhiro Suzuki,1994,F
Kiyomichi Araki,1994,F
Rainee N. Simons,1992,F
Richard W. Lee,1992,M
T.D. Perl,1992,M
Randy L. Haupt,2008,M
J. Kent Wallace,2002,M
Michael Jensen,2002,M
Ali H. Muqaibel,2003,M
Ahmad Safaai-Jazi,2003,M
Ayşe Kaçar Bayram,2003,F
Sedki M. Riad,2003,M
Ignacio Gil,2005,M
Jordi Bonache,2005,F
Javier Garcia-Garcia,2005,M
Francisco Falcone,2005,M
F. F. Martin,2005,M
Gregory L. Charvat,2003,M
Edward J. Rothwell,2003,M
Leo C. Kempel,2003,M
Guiping Zheng,2002,M
Atef Z. Elsherbeni,2002,M
Caleb Smith,2002,M
M.G. Bray,2004,M
Douglas H. Werner,2004,M
Won-Kyu Choi,2006,M
Hyungsuk Son,2006,M
Chan-Soo Shin,2006,M
Ji Hoon Bae,2006,M
Gil-Young Choi,2006,M
D.L. Wu,1995,M
Martin Denstedt,2007,M
T. Östling,2007,M
Jian Yang,2007,M
Per-Simon Kildal,2007,M
A. G. Schuchinsky,2005,F
J. Francey,2005,F
Vincent Fusco,2005,M
David M. Pozar,1998,M
S.D. Targonski,1998,M
D. Gies,2004,M
Yahya Rahmat-Samii,2004,M
Raed M. Shubair,2005,M
W. Jessmi,2005,F
Hao Ling,1986,F
Ri-Chee Chou,1986,F
S. H. Lee,1986,M
Mário G. Silveirinha,2000,F
Carlos A. Fernandes,2000,M
Seema Sharma,2002,F
Naduparambil K. Jacob,2002,M
L. Shafai,2002,M
Swaroop Venkatesh,2004,M
J. Ibrahim,2004,M
R. Michael Buehrer,2004,M
Seong-Youp Suh,2004,M
Warren L. Stutzman,2004,M
William J. Davis,2004,M
A.E. Waltho,2004,F
Juana Schiffer,2004,F
Farshid Aryanfar,2004,M
Kamal Sarabandi,2004,F
Kunihiro Ogawa,2006,F
Hiroshi Iwai,2006,M
Akira Yamamoto,2006,F
Jun-ichi Takada,2006,M
Shinji Kawasaki,1991,F
Tatsuo Itoh,1991,M
Yogeshwar P. Kosta,2004,M
Shakti Kosta,2004,M
Ulf Johannsen,2009,M
A.B. Smolders,2009,M
Reza Mahmoudi,2009,F
J.A.G. Akkermans,2009,M
Per-Simon Kildal,2004,M
P.-S. Kildal,2004,M
Alireza Foroozesh,2006,M
L. Shafai,2006,M
Alan Tennant,2008,M
Barry Chambers,2008,M
Ashraf Uz Zaman,2010,M
Jian Yang,2010,M
Per-Simon Kildal,2010,M
Katsunori Ishimiya,2008,F
Zhinong Ying,2008,F
Jun-ichi Takada,2008,M
Oleg A. Tretyakov,1994,M
M. G. Porozantzidou,2010,M
Michael T. Chryssomallis,2010,F
Jason Lohn,2004,M
Derek S. Linden,2004,M
Gregory S. Hornby,2004,M
W.F. Kraus,2004,M
Jennifer T. Bernhard,2001,F
Rui Wang,2001,M
R. M. Clark,2001,M
Paul E. Mayes,2001,M
Haeng-Lyul Lee,2002,F
Hyun Lee,2002,M
Jong-Gwan Yook,2002,F
Han-Kyu Park,2002,M
J. Richter,2005,M
L.-P. Schmidt,2005,M
P.J. Massey,2001,M
Ralf R. Muller,2001,M
Hans Hofstetter,2001,M
Marco Degiorgi,2005,M
Giulio Giovannetti,2005,M
Agostino Monorchio,2005,M
Giuliano Manara,2005,M
Raj Mittra,2005,M
Loffollah Shafal,1998,M
Marek E. Bialkowski,2001,F
H.J. Song,2001,M
Min-Seok Jung,2003,F
Bomson Lee,2003,M
Yunqiang Yang,2005,F
Cemin Zhang,2005,M
Song Lin,2005,F
Aly E. Fathy,2005,F
J.M. Johnson,1996,M
Y. Rahmat Samii,1996,M
Dimitrios Peroulis,2001,M
Kamal Sarabandi,2001,F
Linda P. B. Katehi,2001,F
G. Holtrup,2001,M
A. Marguinaud,2001,F
J. Citerne,2001,M
Ghaffer I. Kiani,2007,F
Karu P. Esselle,2007,F
Andrew R. Weily,2007,M
Kenneth Lee Ford,2007,M
Jorge Iriarte,2006,F
Inigo Ederra,2006,F
Ramon Gonzalo,2006,M
A. Gosh,2006,M
Jean-Jacques Laurin,2006,M
Christophe Caloz,2006,M
Yan Brand,2006,M
M.M. Gavrilovic,2006,M
Yves Demers,2006,M
P. de Maagt,2006,M
Raed M. Shubair,2005,M
Ahmed Boutejdar,2005,M
G. Nadim,2005,M
Smain Amari,2005,F
Abbas Omar,2005,M
B. Sheleg,1968,F
Marco A. Antoniades,2006,F
George V. Eleftheriades,2006,M
O. Staub,1999,M
J.-F. Zurcher,1999,M
Anja K. Skrivervik,1999,M
Juan R. Mosig,1999,M
J. D. Hansen,1995,M
Ahmed A. Kishk,1995,M
Per-Simon Kildal,1995,M
O. Dahlsjo,1995,M
H. Weinschel,1975,M
Ana Arboleya,2013,F
Yuri Alvarez,2013,M
Fernando Las-Heras,2013,M
Akram Alomainy,2006,M
Yang Hao,2006,M
Alexander L. Densmore,1991,M
J.C. Huang,1991,M
Pu Xu,2002,M
K. Fujimoto,2002,M
Shi-Ming Lin,2002,F
S.V. Robertson,1993,M
Nihad Dib,1993,M
G. Yang,1993,M
Linda P. B. Katehi,1993,F
M. Stoytchev,2001,M
Hugo Safar,2001,M
Aris L. Moustakas,2001,M
Steven H. Simon,2001,M
Chihyun Cho,2005,M
Hosung Choo,2005,M
Inkyu Park,2005,M
Jong-Kyu Park,2001,M
C. Y. Chang,2001,M
Yitai Qian,2001,M
Tatsuo Itoh,2001,M
Afshin S. Daryoush,1986,M
K. Bontzos,1986,M
Peter R. Herczfeld,1986,M
Rainee N. Simons,2001,F
Donghoon Chun,2001,M
Linda P. B. Katehi,2001,F
Muhammad Dawood,2000,M
Ram M. Narayanan,2000,M
Sang-Hyuk Wi,2002,M
Jiyeon Kim,2002,F
Tae-Hoon Yoo,2002,F
Hyunjin Lee,2002,F
Jae Yeong Park,2002,M
Jong-Gwan Yook,2002,F
Han-Kyu Park,2002,M
Guilin Sun,2014,F
Badar Muneer,2014,M
Qi Zhu,2014,F
V. Jungnickel,2004,M
U. Kruger,2004,M
G. Istoc,2004,M
Thomas Haustein,2004,M
C. von Helmolt,2004,M
Krishnamoorthy Rambabu,2004,M
M. S. Alam,2004,M
Jens Bornemann,2004,M
Maria A. Stuchly,2004,F
Mahta Moghaddam,1991,F
Weng Cho Chew,1991,M
Xuemin Xu,2002,F
Qing Huo Liu,2002,M
Zhong Zhang,2002,M
Girish Kumar,2001,M
Kamla Prasan Ray,2001,M
W. Wilkinson,1974,M
James T. Aberle,1992,M
M. Chu,1992,M
Craig R. Birtcher,1992,M
Khalid Z. Rajab,2005,M
R. Mittra,2005,M
Michael T. Lanagan,2005,M
J.-P. Rossi,1991,M
Jean-Claude Bic,1991,F
Arthur Levy,1991,M
Y. Gabillett,1991,F
M. Rosen,1991,F
J. J. Song,2000,M
Weng Cho Chew,2000,M
B. Strassner,2003,M
Kai Chang,2003,M
Herve Legay,1993,M
L. Shafai,1993,M
S. Voda,1986,F
David M. Pozar,1986,M
Young Ho Lee,2005,M
Junho Yeo,2005,M
Raj Mittra,2005,M
Wee Sang Park,2005,M
D. Lamensdorf,2002,M
M.A. Smolinski,2002,F
D.H. Archer,2005,M
M.J. Maybell,2005,F
K. Carver,1979,M
S. Licul,2004,M
William J. Davis,2004,M
Song Hyok Jae,2004,M
Hey-Chi Hsu,2004,F
R. Wiese,2004,M
Timothy J. Talty,2004,M
Yi Huang,2004,M
Na Yi,2004,F
Xu Zhu,2004,F
Andreas Grau,2007,M
Ming-Jer Lee,2007,M
J. Arnau Romeu,2007,M
Hamid Jafarkhani,2007,M
L. Jofre,2007,M
F. De Flaviis,2007,M
Hisashi Morishita,1994,F
Kotaro Hirasawa,1994,M
Gi-Cho Kang,2003,M
Hak Young Lee,2003,F
Jong Kyu Kim,2003,M
Myun-Joo Park,2003,M
Frances J. Harackiewicz,2003,M
Nam-Young Kim,2003,M
Byungje Lee,2003,F
Duixian Liu,1998,M
Brian P. Gaucher,1998,M
Thomas Richard Hildner,1998,M
Pavel Nikitin,2007,M
K. J. Rao,2007,M
K. J. Vinoy,2003,M
Jacob A. Abraham,2003,M
Vijay K. Varadan,2003,M
David M. Pozar,1996,M
German Cortes-Medellin,2007,M
Jaime Esteban,1992,M
Jesús M. Rebollar,1992,M
Kin Fon Leong,2007,M
Mun-Hon Ng,2007,M
P. L. Cole,2007,M
A. T. Blischak,2009,F
Majid Manteghi,2009,M
Ilk won Kim,2001,M
TacHoon Yoo,2001,F
Jong-Gwan Yook,2001,F
Han-Kyu Park,2001,M
W.E. McKinzie,2002,F
R.R. Fahr,2002,M
Ajay Chandra V. Gummalla,2008,F
Cheng-Jung Lee,2008,F
M. Achour,2008,M
Akram Alomainy,2005,M
Yang Hao,2005,M
Clive Parini,2005,F
Peter Hall,2005,M
C. S. Kim,1991,M
Yahya Rahmat-Samii,1991,M
D.W. Boeringer,2003,M
Douglas H. Werner,2003,M
J. Hanfling,1979,M
Giorgio V. Borgiotti,1979,M
Laser Seymour Kaplan,1979,M
David J. Smith,2002,M
Mark Leach,2002,M
Alistair Sambell,2002,M
Roberto J. Acosta,1986,M
Swapna Devi,2002,F
Dhruba C. Panda,2002,F
Shyam S. Pattnaik,2002,M
Min-Seok Jeong,2001,F
Bomson Lee,2001,M
R. Wang,2002,M
D. J. Cox,2002,M
Amit Mehta,2004,F
