Name,Year
Salvatore Marano,2005
Yuping Zhao,1997
Aiping Huang,1997
Frank Schaich,2014
Thorsten Wild,2014
Yejian Chen,2014
Andre Mendes Cavalcante,2013
Erika Portela Lopes de Almeida,2013
Robson D. Vieira,2013
Fabiano Chaves,2013
Rafael C. D. Paiva,2013
Fuad Mousse Abinader,2013
Sayantan Choudhury,2013
Esa Tuomaala,2013
Klaus Doppler,2013
Hannan Xiao,2000
Winston K. G. Seah,2000
Agnes Lo,2000
Kian Jon Chua,2000
Hung-Yu Wei,2005
Sanmay Ganguly,2005
Rauf Izmailov,2005
Zygmunt J. Haas,2005
Mingde Ding,2003
Xin Cheng,2003
Guoliang Xue,2003
T.A. Wilkinson,1995
Andrew M. Jones,1995
A. Klemm,2003
Christoph Lindemann,2003
Oliver P. Waldhorst,2003
Stefano Basagni,1999
M. Speth,1997
F. Classen,1997
Heinrich Meyr,1997
Hikmet Sari,1994
Georges Karam,1994
Isabelle Jeanclaude,1994
L. Wischoff,2003
André Ebner,2003
Hermann Rohling,2003
Matthias Lott,2003
Ruediger Halfmann,2003
David J. Goodman,1997
J. Borras,1997
Narayan B. Mandayam,1997
Roy D. Yates,1997
Fredrik Tufvesson,1999
Ove Edfors,1999
Michael Faulkner,1999
Kumar N. Sivarajan,1989
Robert J. McEliece,1989
J.W. Ketchum,1989
Y. Nagata,1989
J. Borras,1998
P. Hatrack,1998
Narayan B. Mandayam,1998
Klaus I. Pedersen,1998
Preben Mogensen,1998
Bernard Henri Fleury,1998
Mathew K. Samimi,2013
Kevin K.W. Wang,2013
Yaniv Azar,2013
Martin N. Stienen,2013
Rimma Mayzus,2013
Hang Zhao,2013
Jocelyn K. Schulz,2013
Shu Sun,2013
Félix Gutiérrez,2013
Theodore S. Rappaport,2013
Andreas Czylwik,1997
Anja Klein,1997
Pål Frenger,2001
Stefan Parkvall,2001
Erik Dahlman,2001
Yuan Zhifeng,2016
Guanghui Yu,2016
Weimin Li,2016
Yifei Yuan,2016
Dian Wang,2016
Jun Xu,2016
Xiaodong Li,1997
Leonard J. Cimini,1997
Tao Gu,2004
Hung Keng Pung,2004
Da Zhang,2004
V. Sreng,2003
Halim Yanikomeroglu,2003
David Falconer,2003
Pål Frenger,2011
Peter J. Moberg,2011
Jens Malmodin,2011
Ylva Jading,2011
István Gódor,2011
Mazen O. Hasna,2002
Mohamed-Slim Alouini,2002
Gunther Auer,2011
Vito Giannini,2011
István Gódor,2011
Per Skillermark,2011
Magnus Olsson,2011
Muhammad Imran,2011
Dario Sabella,2011
Manuel A. Gonzalez,2011
Claude Desset,2011
Oliver Blume,2011
Andreas Lobinger,2010
Szymon Stefanski,2010
Thomas Jansen,2010
Irina Balan,2010
Dobroslav Tsonev,2012
Sinan Sinanovic,2012
Harald Haas,2012
Peter K. Robertson,1999
Stefan Kaiser,1999
Nicolai Czink,2006
P. Cera,2006
J. Salo,2006
Ernst Bonek,2006
Jukka-Pekka Nuutinen,2006
Juha Ylitalo,2006
Y.A. Chau,2001
Shihong Yu,2001
Wei Wang,2005
Xin Liu,2005
M. Gudmundson,1991
Jeffrey R. Foerster,2001
Nah-Oak Song,2003
Byung-Jae Kwak,2003
Jabin Song,2003
M.E. Miller,2003
S.W. Halpern,1983
Andrea M. Tonello,2000
Katrin Bilstrup,2008
Erhard Uhlemann,2008
Erik G. Ström,2008
Urban Bilstrup,2008
R. van Nee,2000
A. van Zelst,2000
G.A. Awater,2000
Wonil Roh,2002
Arogyaswami Paulraj,2002
K.R. Schaubach,1992
N.J. Davis,1992
Theodore S. Rappaport,1992
B. Badic,2009
T. O'Farrrell,2009
Pavel Loskot,2009
Jianhua He,2009
Katayoun Sohrabi,1999
Gregory J. Pottie,1999
Kenichi Higuchi,2013
Yoshihisa Kishiyama,2013
C. Jedrzycki,1996
Victor C. M. Leung,1996
Y. Zhao,1996
S.-G. Haggman,1996
Martin Lott,2001
I. Forkel,2001
R.W. Nettleton,1983
Hossein Alavi,1983
Thomas Jansen,2010
Irina Balan,2010
John Turk,2010
Ingrid Moerman,2010
Thomas Kurner,2010
Shaoyi Xu,2010
Haiming Wang,2010
Tao Chen,2010
Qing Huang,2010
Tao Peng,2010
Jasvinder A. Singh,2002
Nicholas Bambos,2002
B. Srinivasan,2002
D. Clawin,2002
S. Dornbush,2007
Amit Joshi,2007
Konstantinos Dimou,2009
Min Wang,2009
Yu Yang,2009
Muhammmad Kazmi,2009
Anna Larmo,2009
Jonas Pettersson,2009
Walter Müller,2009
Ylva Timner,2009
Asis Nasipuri,2000
Souvik Das,2000
Jean-Philippe Javaudin,2003
D. Lacroix,2003
A. Rouxel,2003
K. Siwiak,2001
S. Colieri,2002
Mustafa Ergen,2002
Ajit S. Puri,2002
Ahmad Bahai,2002
Ahmed Bachir,2003
A. Benslimane,2003
Lie-Liang Yang,2011
Minchae Jung,2012
Kyuho Hwang,2012
Sooyong Choi,2012
Dajana Cassioli,2001
Moe Z. Win,2001
Andreas F. Molisch,2001
Damien B. Jourdan,2004
Olivier de Weck,2004
Holger Boche,2002
Mathias Schubert,2002
Mikael Sternad,2003
Tony Ottosson,2003
Anders Ahlén,2003
Anders Svensson,2003
Jessica Oueis,2015
Emilio Calvanese Strinati,2015
Sergio Barbarossa,2015
Reinaldo A. Valenzuela,1993
S.A. Grandhi,1994
Jens Zander,1994
A. Gusmao,2000
Rui Dinis,2000
J. Conceicao,2000
N. Esteves,2000
K. Sipila,2000
K.-C. Honkasalo,2000
J. Laiho-Steffens,2000
A. Wacker,2000
Neal Patwari,2001
Robert J. O'dea,2001
Yanwei Wang,2001
Ali Abdi,1999
Mostafa Kaveh,1999
Flavio Daffara,1995
O. Adami,1995
J.M. Holtzman,2000
Andrew M. Jones,1996
T.A. Wilkinson,1996
A. van Zelst,2000
R. van Nee,2000
G.A. Awater,2000
Chai-Keong Toh,2000
G. Guichal,2000
S. Bunchua,2000
Tony Ottosson,1995
Anders Svensson,1995
Benny Vejlgaard,2017
Mads Lauridsen,2017
Huan X. Nguyen,2017
Istvan Z. Kovacs,2017
Preben Mogensen,2017
Mads V. Sorensen,2017
Fredrik Tufvesson,1997
Torleiv Maseng,1997
Junsung Lim,2006
Hyung G. Myung,2006
Kyung Jin Oh,2006
David C. Goodman,2006
Xiao Xiao,2011
Xiaoming Tao,2011
Jianhua Lu,2011
Allen B. MacKenzie,2001
Stephen B. Wicker,2001
R. J. Miller,2002
Qingfeng Huang,2002
Miguel Lopez-Benitez,2009
Anna Umbert,2009
Fernando Casadevall,2009
Bin Wang,2011
Li Chen,2011
Xiaohang Chen,2011
Xin Zhang,2011
Dacheng Yang,2011
M. Herdin,2005
Nicolai Czink,2005
H. Ozcelik,2005
Ernst Bonek,2005
Seong Youb Chung,2001
Angel Lozano,2001
H. Z. Huang,2001
T. Haustein,2002
C. von Helmolt,2002
E. Jorswieck,2002
V. Jungnickel,2002
Volker Pohl,2002
Binbin Zhou,2010
Jiannong Cao,2010
Xiaoqin Zeng,2010
Hejun Wu,2010
M.V. Clark,2001
T.M. Willis,2001
Larry J. Greenstein,2001
A.J. Rustako,2001
V. Erceg,2001
R.S. Roman,2001
Bjorn Debaillie,2015
Claude Desset,2015
Filip Louagie,2015
Roman Beck,1989
H. Panzer,1989
George R. MacCartney,2016
Sijia Deng,2016
Shu Sun,2016
Theodore S. Rappaport,2016
Aggelos Bletsas,2005
A. Lippnian,2005
David P. Reed,2005
J.F. Whitehead,1993
K.J. Krizman,1997
T.E. Biedka,1997
Theodore S. Rappaport,1997
Erik Dahlman,2006
Hannes Ekström,2006
Anders Furuskär,2006
Ylva Jading,2006
Jonas Karlsson,2006
Magnus Lundevall,2006
Stefan Parkvall,2006
Timothy S. Thomas,2014
Huan X. Nguyen,2014
George R. MacCartney,2014
Theodore S. Rappaport,2014
Johannes Andersen,1999
Jens Jensen,1999
Søren Holdt Jensen,1999
F. Frederiksen,1999
Lei Zhou,2008
Haibo Xu,2008
Hui Tian,2008
Youjun Gao,2008
Lei Du,2008
Lan Chen,2008
Matthew C. Valenti,2003
Bin Zhao,2003
Wing-Cheong Wong,1999
C. Y. Tsui,1999
Roger Shu Kwan Cheng,1999
Khaled Ben Letaief,1999
Kin K. Leung,2003
Bobae Kim,2003
Anders Host-Madsen,2002
Raymond Kwan,2010
Robert D. Arnott,2010
Robert Paterson,2010
Riccardo Trivisonno,2010
Mitsuhiro Kubota,2010
Patcharinee Tientrakool,2011
Ya Chi Ho,2011
Nicholas F. Maxemchuk,2011
Minnie Ho,2002
V. Srinivasa Somayazulu,2002
Jeffrey R. Foerster,2002
Scott Roy,2002
Mahmoud M. Kamel,2014
Long Bao Le,2014
André Girard,2014
Kazuyuki Miyashita,2002
Tsunehiko Nishimura,2002
Takeo Ohgane,2002
Yasunobu Ogawa,2002
Yasushi Takatori,2002
Keizo Cho,2002
Arne Simonsson,2008
Anders Furuskär,2008
J. Kunisch,2008
J. Pamp,2008
Wahab Khawaja,2017
Ozgur Ozdemir,2017
Ismail Guvenc,2017
F. Frederiksen,2002
Troels Kolding,2002
S. Sampei,1989
T. Sunaga,1989
Yuanye Wang,2012
Klaus I. Pedersen,2012
Michał Sybis,2016
Krzysztof Wesolowski,2016
Jayasinghe Keeth Saliya,2016
Venkatkumar Venkatasubramanian,2016
Vladimir Vukadinovic,2016
Dushyantha A. Basnayaka,2015
Harald Haas,2015
Sushmita Ruj,2011
Marcos Antonio Cavenaghi,2011
Zhen Huang,2011
Amiya Nayak,2011
Ivan Stojmenovic,2011
Ashwin Sampath,1997
P. Senthil Kumar,1997
J.M. Holtzman,1997
Rohit Datta,2012
Nicola Michailow,2012
Michael Lentmaier,2012
Gerhard Fettweis,2012
Jean Armstrong,2001
J. Maurer,2004
T. Fugen,2004
T.M. Schafer,2004
Werner Wiesbeck,2004
Bartosz Mielczarek,2003
Maija Wessman,2003
Arne Svensson,2003
Mads Lauridsen,2016
Istvan Z. Kovacs,2016
Preben Mogensen,2016
Mads V. Sorensen,2016
Steffen Holst,2016
A. Sampath,1993
J.M. Holtzman,1993
Jean-Philippe Kermoal,2000
Laurent Schumacher,2000
Preben Mogensen,2000
Klaus I. Pedersen,2000
B. Epstein,1995
M. Schwartz,1995
Jamshid Khun-Jush,1999
Peter Schramm,1999
Udo Wachsmann,1999
F. Wenger,1999
Nicola Michailow,2012
Stefan Krone,2012
Michael Lentmaier,2012
Gerhard Fettweis,2012
A. Stefanov,1999
Tolga M. Duman,1999
Paolo Barsocchi,2009
Stefano Lenzi,2009
Stefano Chessa,2009
Gaetano Giunta,2009
Khurram Shahzad,2017
Xiangyun Zhou,2017
Shihao Yan,2017
Cheng Chen,2015
Rapeepat Ratasuk,2015
Amitava Ghosh,2015
Quentin H. Spencer,1997
Michael Rice,1997
B. Jeffs,1997
Michael A. Jensen,1997
Katayoun Sohrabi,1999
B. Manriquez,1999
Gregory J. Pottie,1999
Anders A. Jensen,2012
Mads Lauridsen,2012
Preben Mogensen,2012
Troels B. Sorensen,2012
Per Jensen,2012
Arturas Medeisis,2000
A. Kajackas,2000
Kwanghun Han,2006
Sunghyun Choi,2006
Kemal Akkaya,2006
Mohamed Younis,2006
Minju Kang,2016
Je-Won Kang,2016
Mohamed-Slim Alouini,1997
Andrea Goldsmith,1997
Sinja Brandes,2005
Ivan Cosovic,2005
Michael Schnell,2005
T. May,1998
H. Rohling,1998
Zhang Qi,2004
Zhang Jingmei,2004
Shao Chunju,2004
Wang Ying,2004
Zhang Ping,2004
Hu Rong,2004
Stefan Parkvall,2001
Erik Dahlman,2001
Pål Frenger,2001
Per Beming,2001
Mats Persson,2001
Saleh O. Al-Jazzar,2002
J. Caffery,2002
Hideki Ochiai,2004
Patrick Mitran,2004
Vahid Tarokh,2004
Greg Bottomley,1995
Karim Jamal,1995
L. Martoyo,2003
Thomas S. Weiss,2003
F. Capar,2003
Friedrich K. Jondral,2003
Yung-Szu Tu,2002
Gregory J. Pottie,2002
Hermann Rohling,1997
R. Gruneid,1997
Seong-Lyun Kim,1999
Zvi Rosberg,1999
Jens Zander,1999
H. Ross Anderson,1994
JP McGeehan,1994
Vladimir Savic,2015
Erik G. Larsson,2015
Ivan Gaspar,2013
Nicola Michailow,2013
Ainoa Navarro,2013
Eckhard Ohlmer,2013
Stefan Krone,2013
Gerhard Fettweis,2013
Thomas Handte,2009
Andreas Muller,2009
Joachim Speidel,2009
Wei Wang,2010
Gang Shen,2010
Reza Hoshyar,2010
Razieh Razavi,2010
Mohammad Al-Imari,2010
Jingyu Luo,2004
Rick S. Blum,2004
Larry J. Greenstein,2004
Leonard J. Cimini,2004
Alexander M. Haimovich,2004
Hao Yang,2004
Songwu Lu,2004
Johan Kåredal,2004
Shurjeel Wyne,2004
Peter Almers,2004
Fredrik Tufvesson,2004
Andreas F. Molisch,2004
Mads Lauridsen,2017
Huan X. Nguyen,2017
Benny Vejlgaard,2017
Istvan Z. Kovacs,2017
Preben Mogensen,2017
Mads V. Sorensen,2017
Sik Young Choi,2005
Gyung-Ho Hwang,2005
Taesoo Kwon,2005
Ae-Ri Lim,2005
Dong-Ho Cho,2005
Ansuman Adhikary,2016
Xingqin Lin,2016
Y.-P. Eric Wang,2016
Fred Richter,2010
Albrecht Fehske,2010
Patrick Marsch,2010
Gerhard Fettweis,2010
Hiroyuki Atarashi,2001
S. Abeta,2001
Mamoru Sawahashi,2001
Wonil Roh,2002
Arogyaswami Paulraj,2002
Stewart N. Crozier,2001
Paul Guinand,2001
Dirk Galda,2002
Hermann Rohling,2002
Dennis K. Nilsson,2008
Ulf E. Larson,2008
Erland Jonsson,2008
Yu Chen,2010
Wei Wang,2010
K. S. Lee,2008
M. Le,2008
Jérôme Härri,2008
Mario Gerla,2008
Andrea M. Tonello,2000
Nicola Laurenti,2000
Silvano Pupolin,2000
Anh Tuan Hoang,2006
Ying-Chang Liang,2006
Tommaso Beniero,2009
Simone Redana,2009
Jyri Hamalainen,2009
Bernhard Raaf,2009
S. Bhargava,2001
Dharma P. Agrawal,2001
Fredrik Gustafsson,2008
Mikael Johansson,2008
Anders Furuskär,2008
Magnus Lundevall,2008
Ansgar Simonsson,2008
C. Tidestav,2008
M. Blomgren,2008
Preeti Kumari,2015
Nuria Gonzalez-Prelcic,2015
Robert W. Heath,2015
Jan-Erik Berg,1992
R. Bownds,1992
F. Lotse,1992
Troels Kolding,2002
F. Frederiksen,2002
Preben Mogensen,2002
S. Okasaka,1991
S. Onoe,1991
Satoshi Yasuda,1991
Akiyoshi Maebara,1991
Nambirajan Seshadri,1993
Jack Harriman Winters,1993
A. Murase,1991
Ian Symington,1991
E. Green,1991
Ivan R. Kennedy,2008
Patrick J. Scanlon,2008
F.J. Mullany,2008
Milind M. Buddhikot,2008
Keith Nolan,2008
Thomas W. Rondeau,2008
Ali Abdi,2000
K. Wills,2000
H.A. Barger,2000
Mohamed-Slim Alouini,2000
Mostafa Kaveh,2000
Xiaoming Chen,2018
Honggang Zhang,2018
Celimuge Wu,2018
Shiwen Mao,2018
Yusheng Ji,2018
Mehdi Bennis,2018
Patrick Svedman,2004
Stephen J. Wilson,2004
Leonard J. Cimini,2004
Bjorn Ottersten,2004
Shree Krishna Sharma,2013
Symeon Chatzinotas,2013
Bjorn Ottersten,2013
Rapeepat Ratasuk,2010
Dominic Michael Tolli,2010
Amitava Ghosh,2010
M. Tuchler,2001
Joachim Hagenauer,2001
Saeed S. Ghassemzadeh,2003
Larry J. Greenstein,2003
Aleksandar Kavcic,2003
T. Sveinsson,2003
Vahid Tarokh,2003
Serkan Uygungelen,2011
Gunther Auer,2011
Zubin Bharucha,2011
Sivarama Venkatesan,2003
Steven H. Simon,2003
Reinaldo A. Valenzuela,2003
Sławomir Pietrzyk,2002
Gerard J. M. Janssen,2002
Mehmet Özgür Sahin,2005
Ismail Guvenc,2005
Michael Pecht,2005
Ivan Seskar,1992
S.V. Maric,1992
Jack M. Holtzman,1992
J. Wasserman,1992
Mohammad R. Torabi,2009
Wessam Ajib,2009
David Haccoun,2009
Francisco Ros,2009
Pedro Ruiz,2009
Ivan Stojmenovic,2009
Ismail Guvenc,2011
Moo-Ryong Jeong,2011
Ibrahim Demirdogen,2011
Balkan Kecicioglu,2011
Fujio Watanabe,2011
Min-Te Sun,2000
Wu-chi Feng,2000
Ten-Hwang Lai,2000
Kohta Yamada,2000
Hiroyuki Okada,2000
Kazuma Fujimura,2000
Christian Bettstetter,2002
Stefan Eriksson,2002
Chandur Sadarangani,2002
Christian Bettstetter,2003
Jürgen Eberspächer,2003
Sridhar Rajagopal,2012
Shadi Abu-Surra,2012
Mehrzad Malmirchegini,2012
Yufei W. Blankenship,2004
Philippe Sartori,2004
Brian K. Classon,2004
Vipul Desai,2004
Kevin L. Baum,2004
M. Kalia,2000
Divya Bansal,2000
Rajeev Shorey,2000
Hoon Kim,2004
Keunyoung Kim,2004
Youngnam Han,2004
Sang-Boh Yun,2004
Gregory D. Durgin,1999
Theodore S. Rappaport,1999
R. Gupta,2003
Souvik Das,2003
N. Yee,1994
Jean-Paul M. G. Linnartz,1994
M.F. Demirkol,2001
Mary Ann Ingram,2001
Y.-P. Nakache,2003
Andreas F. Molisch,2003
Rainer Grunheid,2001
Edgar Bolinth,2001
Hermann Rohling,2001
T. Kanai,1992
Kumar N. Sivarajan,1990
Robert J. McEliece,1990
Janet Ketchum,1990
Vahid Emamian,2002
P.A. Anghel,2002
Mostafa Kaveh,2002
A. Molina,1999
Georgia Athanasiadou,1999
Andrew R Nix,1999
Farooq Anjum,2003
D. Subhadrabandhu,2003
Saswati Sarkar,2003
Zhang Jingmei,2004
Zhang Qi,2004
Shao Chunju,2004
Wang Ying,2004
Zhang Ping,2004
Zhang Zhang,2004
Troels Kolding,2003
K. Siwiak,2001
P. Withington,2001
S. Phelan,2001
Mikio Iwamura,2015
Sebastian Rohde,2012
Christian Wietfeld,2012
Edin Zhang,2014
Chia-Chi Huang,2014
Xinzhou Wu,2014
Radovan Miucic,2014
Sichao Yang,2014
Samir Al-Stouhi,2014
James A Misener,2014
Sue Bai,2014
Wai-hoi Chan,2014
Sinan Gezici,2003
Hiroshi Kobayashi,2003
H. Vincent Poor,2003
Jangeun Jun,2003
Mihail L. Sichitiu,2003
Qing Xu,2003
R. Segupta,2003
Desheng Jiang,2003
D. Chrysler,2003
R.W. Nettleton,1989
G.R. Schloemer,1989
Hidehiro Matsuoka,1996
Seiichi Sampei,1996
Norihiko Morinaga,1996
Yukiyoshi Kamio,1996
Harri Saarnisaari,1997
Asrar U. H. Sheikh,1993
M. Abdi,1993
M. Handforth,1993
Xiaohang Chen,2014
Anass Benjebbour,2014
Anxin Li,2014
Atsushi Harada,2014
Shiao-Li Tsao,2002
Lin Chia-Ching,2002
Istvan Z. Kovacs,2002
Patrick Claus F. Eggers,2002
Kim Olesen,2002
Lars Jelstrup Petersen,2002
Donghong Cai,2016
Pingzhi Fan,2016
Xianfu Lei,2016
Yingjie Liu,2016
Dageng Chen,2016
Sigen Ye,2002
Rick S. Blum,2002
Leonard J. Cimini,2002
Ana Galindo-Serrano,2010
Lorenza Giupponi,2010
Michel Daoud Yacoub,2000
Peter Schramm,1998
H. Andreasson,1998
C. Edholm,1998
N. Edvardsson,1998
M. Hook,1998
S. Javerbring,1998
Franz Muller,1998
J. Skold,1998
Sung-Shik Woo,2000
Heung-Ryeol You,2000
Jong-Seog Koh,2000
Fuyun Ling,1993
Troels B. Sorensen,2005
Preben Mogensen,2005
F. Frederiksen,2005
H. Ozgur Sanli,2004
Suat Ozdemir,2004
Hasan Cam,2004
Chunbo Luo,2015
James Nightingale,2015
Ekhorutomwen Asemota,2015
Christos Grecos,2015
Kareem El-Kafrawy,2010
Moustafa Youssef,2010
Amr El-Keyi,2010
Ayman Fawzy Naguib,2010
Andreas Lobinger,2011
Szymon Stefanski,2011
Thomas Jansen,2011
Irina Balan,2011
Gerhard Fettweis,1994
Ahmad Bahai,1994
K. Anvari,1994
Chul-Ho Won,2005
Jong-Hoon Youn,2005
H. Elhosiny Ali,2005
Hamid Sharif,2005
Jitender S. Deogun,2005
Peng Ji,2014
Hsin-Mu Tsai,2014
Chao Wang,2014
Fuqiang Liu,2014
Claude Oestges,2006
Pablo González-Brevis,2011
Jacek Gondzio,2011
Yijia Fan,2011
H. Vincent Poor,2011
John F. Thompson,2011
Ioannis Krikidis,2011
Pei-Jung Chung,2011
Shinji Hara,2005
Dapeng Zhao,2005
Kazuhiro Yanagihara,2005
Jumpei Taketsugu,2005
Kiichi Fukui,2005
Shigeru Fukunaga,2005
Ken-ichi Kitayama,2005
Paulo R. L. Gondim,1996
E. Zimmermann,2003
P. Herhold,2003
Gerhard Fettweis,2003
Randa Zakhour,2009
Zuleita Ho,2009
David Gesbert,2009
Kyu-Sung Hwang,2009
Young-Chai Ko,2009
Mohamed-Slim Alouini,2009
I. Hammerstrom,2004
Konstantin V. Getman,2004
Armin Wittneben,2004
Chunlin Yan,2015
Atsushi Harada,2015
Anass Benjebbour,2015
Yang Lan,2015
Anxin Li,2015
Huiling Jiang,2015
Hong Yang,2014
Thomas L. Marzetta,2014
Youngsoo Kim,2004
Sunghyun Choi,2004
Kyung-Hun Jang,2004
Hyo Sun Hwang,2004
Jingyu Luo,2005
Rick S. Blum,2005
Leonard J. Cimini,2005
Larry J. Greenstein,2005
Alexander M. Haimovich,2005
Johan Kåredal,2010
Fredrik Tufvesson,2010
Taimoor Abbas,2010
Oliver Klemp,2010
Alexander Paier,2010
Laura Bernado,2010
Andreas F. Molisch,2010
Tomohiro Takeda,2011
Kenichi Higuchi,2011
T.C.W. Schenk,2003
A. van Zelst,2003
Ching Yuang Huang,1996
Roy D. Yates,1996
S. Vembu,1996
A.J. Viterbi,1996
Anushiya A. Kannan,2006
Guoqiang Mao,2006
Branka Vucetic,2006
Sai Hin Lai,1999
Roger Shu Kwan Cheng,1999
Khaled Ben Letaief,1999
Ross D. Murch,1999
Saleh O. Al-Jazzar,2002
James Caffery,2002
Heung-Ryeol You,2002
S. Licul,2003
John A. Noronha,2003
William J. Davis,2003
D. Sweeney,2003
Christopher R. Anderson,2003
Timothy Bielawa,2003
Martin Haenggi,2004
M. Ozcelik,2005
Nicolai Czink,2005
Ernst Bonek,2005
Weimin Xiao,2006
Rapeepat Ratasuk,2006
Amitava Ghosh,2006
Robert M. Love,2006
Yakun Sun,2006
Nory Ravi,2006
Anass Benjebbour,2001
Hideyuki Murata,2001
S. Yoshida,2001
M. Eghtesadi,1990
T. Ue,1995
Seiichi Sampei,1995
Norihiko Morinaga,1995
G.Z. Karabulut,2004
Abbas Yongacoglu,2004
Mark Cudak,2013
Amitava Ghosh,2013
Thomas Kovarik,2013
Rapeepat Ratasuk,2013
Timothy S. Thomas,2013
Frederick W. Vook,2013
Prakash Moorut,2013
Ray-Guang Cheng,2000
Phone Lin,2000
M.D. Batariere,2004
Kevin L. Baum,2004
T.P. Krauss,2004
Danish Aziz,2009
Rolf Sigle,2009
Steven W. Ellingson,2005
Francesco Calabrese,2008
Claudio Rosa,2008
M. Anas,2008
Per Henrik Michaelsen,2008
Klaus I. Pedersen,2008
Preben Mogensen,2008
Per Larsson,2006
Niklas J. Johansson,2006
Qixing Feng,2006
JP McGeehan,2006
E.K. Tameh,2006
Andrew R Nix,2006
Koji Sato,1998
Takaaki Manabe,1998
Vutha Va,2015
Robert W. Heath,2015
Morteza Mohammadi Zanjireh,2015
Hadi Larijani,2015
Gregory D. Durgin,1997
Neal Patwari,1997
T.S. Rappaport,1997
Koji Sato,1995
Hideki Kozima,1995
H. Masuzawa,1995
Takaaki Manabe,1995
Toshio Ihara,1995
Y. Kasashima,1995
Kenichi Yamaki,1995
Yasir Zaki,2011
Thushara Weerawardane,2011
Carmelita Görg,2011
Andreas Timm-Giel,2011
Christian Wengerter,2002
Alexander Golitschek Edler Von Elbwart,2002
Eiko Seidel,2002
G.V. Velev,2002
Michael Schmitt,2002
M.J. Fernandez-Getino Garcia,2001
J.M. Paez-Borrallo,2001
Santiago Zazo,2001
Sang-Seon Byun,2008
Ilangko Balasingham,2008
Xuedong Liang,2008
Harri Holma,1999
J. Laakso,1999
Vutha Va,2015
Xinchen Zhang,2015
Robert W. Heath,2015
Rafael Molina-Masegosa,2017
Javier Gozalvez,2017
Chong Han,2018
Josep Miquel Jornet,2018
Ian F. Akyildiz,2018
M. Gudmundson,1996
P.-O. Anderson,1996
S.M. Yano,2002
Adrian C Bateman,1989
D.M. Haines,1989
Andre Bourdoux,2002
Nadia Khaled,2002
Madhavi W. Subbarao,1999
Wei Wang,2003
Tony Ottosson,2003
Mikael Sternad,2003
Anders Ahlén,2003
Anders Svensson,2003
J. Maurer,2002
T. Fugen,2002
