Name,Year
Jia-Horng Lin,2012
Chunhui Chen,2012
Wing-Sze Lo,2012
Vijay Devabhaktuni,2001
Mustapha C. E. Yagoub,2001
Qi-Jun Zhang,2001
Jaehyok Yi,2000
Dong In Kim,2000
Myungkyu Park,2000
Wonwoo Kang,2000
Bumman Kim,2000
N.O. Sokal,2000
T. Jake Liang,2006
S. Hall,2006
Howard L. Heck,2006
Gary A. Brist,2006
William L. Bishop,1990
Eckart Meiburg,1990
R.J. Mattauch,1990
Thomas W. Crowe,1990
Louis C. Poli,1990
Brandon W. Pillans,2002
J. Kleber,2002
Charles H. Goldsmith,2002
M. Eberly,2002
Paul Draxler,2006
Sandro Lanfranco,2006
Donald F. Kimball,2006
Chin Hsia,2006
Jihyun Jeong,2006
J. van de Sluis,2006
Peter M. Asbeck,2006
Paul A. Bradley,2001
R. Ruby,2001
John D. Larson,2001
Yury Oshmyansky,2001
Domingo A. Figueredo,2001
John W. Bandler,2003
Qingsha S. Cheng,2003
D.H. Gebre-Mariam,2003
K. Madsen,2003
Frank Pedersen,2003
Jacob Søndergaard,2003
R.M. Dickinson,1976
Tom Dhaene,1995
J. Ureel,1995
N. Fache,1995
D. De Zutter,1995
Yanwen Wu,1973
F.J. Rosenbaum,1973
Sebastien Muller,2004
Patrick Scheele,2004
C. Weil,2004
Michael Wittek,2004
Christian Hock,2004
Rolf Jakoby,2004
Peter Wright,2009
J. P. Lees,2009
Paul J. Tasker,2009
Johannes Benedikt,2009
Steve C. Cripps,2009
Mohamed H. Bakr,1998
John W. Bandler,1998
R.M. Biernacki,1998
S. J. Chen,1998
K. Madsen,1998
Richard Hodges,2015
Daniel J. Hoppe,2015
Matthew J. Radway,2015
Nacer Chahat,2015
R.B. Stancliff,1979
D.B. Poulin,1979
M.R. Moazzam,1996
C.S. Aitchison,1996
Hiroshi Kondoh,1986
Katsuya Yamauchi,1996
Kenji Mori,1996
Masaaki Nakayama,1996
Y. Itoh,1996
Youji Mitsui,1996
Osamu Ishida,1996
Mitsumasa Iwamoto,2003
David E. Root,2003
J.B. Scott,2003
A. Cognata,2003
Peter M. Asbeck,2003
B. Hughes,2003
D.C. D'Avanzo,2003
A.C. Reyes,1994
Samir M. El-Ghazaly,1994
S. Dorn,1994
Michael Dydyk,1994
Dieter K. Schroder,1994
Pete Smith,1987
P.C. Chao,1987
K.H.G. Dub,1987
Luke F. Lester,1987
Byounghoon Lee,1987
J.M. Ballingall,1987
Hirokazu Kamoda,2009
Toru Iwasaki,2009
Jun Tsumochi,2009
Takao Kuki,2009
Takamaro Kikkawa,2004
Toru Maniwa,2004
Hidetoshi Hayashi,2004
Masahito Kanamura,2004
S. Yokokawa,2004
Masataka Nishi,2004
Nobuo Adachi,2004
Masayuki Yokoyama,2004
Yukio Tateno,2004
Kazukiyo Joshin,2004
E. Hammerstad,1981
Laurent Dussopt,2002
Gabriel M. Rebeiz,2002
Feipeng Wang,2004
A. Ojo,2004
Donald F. Kimball,2004
Peter M. Asbeck,2004
Lawrence E. Larson,2004
Grant Andrew Ellis,2004
Jeong-Sun Moon,2004
D. F. Wong,2004
Miroslav Micovic,2004
A. Kurdoghlian,2004
Paul Hashimoto,2004
Ming Hu,2004
J.B. Rizk,2002
E. Chaiban,2002
Gabriel M. Rebeiz,2002
A.A. Oliner,2003
J.H. Qureshi,2014
W. Sneijers,2014
R. Keenan,2014
L. C. N. deVreede,2014
F. van Rijs,2014
James Evan Lange,1969
Jose C. Pedro,2003
Nuno Borges Carvalho,2003
Pedro Lavrador,2003
J. Bhattachaijee,2002
D. Mukheijee,2002
Edward Gebara,2002
S. Nuttinck,2002
J. Laskar,2002
Karsten Thurn,2013
Randolf Ebelt,2013
Martin Vossiek,2013
David A. Williams,2002
J. Leckey,2002
Paul J. Tasker,2002
Cemin Zhang,2006
Michael Kuhn,2006
Brandon Merkl,2006
Mohamed R. Mahfouz,2006
Aly E. Fathy,2006
H. Fudem,1998
E.C. Niehenke,1998
Andrei Grebennikov,2000
P.S. Blockley,2005
D. Gunyan,2005
Jonathan B. Scott,2005
W.L. Pribble,2002
John W. Palmour,2002
Scott S. Sheppard,2002
R. J. E. Smith,2002
Steven W. Allen,2002
Thomas Smith,2002
Zoltan Ring,2002
Joseph John Sumakeris,2002
Adam William Saxler,2002
J.W. Milligan,2002
Vesna Radisic,1997
Yongxi Qian,1997
Tatsuo Itoh,1997
J.D. Fredrick,2002
Yuanxun Ethan Wang,2002
Seong-Sik Jeon,2002
Tatsuo Itoh,2002
Tolga Dinc,2015
Harish Krishnaswamy,2015
Roberto Sorrentino,1984
Tatsuo Itoh,1984
Atsushi Sanada,2004
Koichi Murakami,2004
Shigeru Aso,2004
Hidetoshi Kubo,2004
Ikuo Awai,2004
Shigeyuki Chaki,1995
S. Aono,1995
Naoto Andoh,1995
Y. Sasaki,1995
N. Tanino,1995
Osamu Ishihara,1995
D. Adler,1991
Robert P. Popovich,1991
Erich Schlecht,2001
Goutam Chattopadhyay,2001
Alain Maestrini,2001
Anthony Fung,2001
Silvana Martin,2001
D. Pukala,2001
J. Bruston,2001
Imran Mehdi,2001
George E. Ponchak,1990
Rainee N. Simons,1990
William C. Brown,1982
J.F. Triner,1982
G. I. Zysman,1969
D. Varon,1969
Edl Schamiloglu,2004
Jan Verspecht,2009
Jason Horn,2009
Loren C. Betts,2009
D. Gunyan,2009
Roger D. Pollard,2009
Chad Gillease,2009
David E. Root,2009
G.L. Friedsam,1997
E.M. Biebl,1997
Miroslav Micovic,2010
A. Kurdoghlian,2010
K. Shinohara,2010
Ivan Milosavljevic,2010
Shawn D. Burnham,2010
Miao Hu,2010
Andrea Corrion,2010
W.-S. Wong,2010
Adele E. Schmitz,2010
Paul Hashimoto,2010
Peter Willadsen,2010
David H. Chow,2010
Adrian K. Fung,2010
Robert P. Lin,2010
Lorene Samoska,2010
Pekka Kangaslahti,2010
Bjorn Lambrigtsen,2010
Paul F. Goldsmith,2010
N. Camilleri,1993
J. Ribamar Costa,1993
David K. Lovelace,1993
D. Ngo,1993
Kenneth Meade Lakin,1992
Christian Fager,2014
Xavier Bland,2014
Katharina Hausmair,2014
Jessica Chani Cahuana,2014
Thomas Eriksson,2014
R. Ruby,2004
Paul A. Bradley,2004
David Clark,2004
D. Feld,2004
T. Jamneala,2004
Kun Wang,2004
F. van Raay,1992
Gunter Kompa,1992
R.V. Garver,1971
Dimitrios Peroulis,2003
Linda P. B. Katehi,2003
Joseph A. Hagerty,2001
Zoya Popovic,2001
Pierre Blondy,2004
Aurelian Crunteanu,2004
Corinne Champeaux,2004
Alain Catherinot,2004
Pascal Tristant,2004
Olivier Vendier,2004
J.L. Cazaux,2004
L. Marchand,2004
Pekka Kangaslahti,2008
D. Pukala,2008
Todd Gaier,2008
William R. Deal,2008
Xiaobing Mei,2008
Richard Lai,2008
Ross D. Young,2003
J. Adam,2003
C. Vale,2003
T.T. Braggins,2003
S.V. Krishnaswamy,2003
C.E. Milton,2003
D.W. Bever,2003
L.G. Chorosinski,2003
Li Chen,2003
D.E. Crockett,2003
Carl B. Freidhoff,2003
S.H. Talisa,2003
E. Capelle,2003
R. Tranchini,2003
J.R. Fende,2003
Justine Lorthioir,2003
A.R. Tories,2003
Hiromitsu Uchida,2006
Naofumi Yoneda,2006
Yoshihiko Konishi,2006
Shigeru Makino,2006
Slawomir Koziel,2005
John W. Bandler,2005
Ahmed S.A. Mohamed,2005
K. Madsen,2005
Rushi Vyas,2012
Hiroshi Nishimoto,2012
Manos M. Tentzeris,2012
Yoshihiro Kawahara,2012
Tohru Asami,2012
Paul Draxler,2005
Junxiong Deng,2005
Donald F. Kimball,2005
Ian Langmore,2005
Peter M. Asbeck,2005
Adel B. Abdel-Rahman,2005
Ali Ramadan Ali,2005
Sachiko Amari,2005
Abbas Omar,2005
J. J. Ward,2004
Erich Schlecht,2004
Goutam Chattopadhyay,2004
Alain Maestrini,2004
James B. Gill,2004
F. Maiwald,2004
H. H. S. Javadi,2004
Imran Mehdi,2004
Miroslav Micovic,2012
A. Kurdoghlian,2012
Alexandros Margomenos,2012
David Brown,2012
K. Shinohara,2012
Shawn D. Burnham,2012
Ivan Milosavljevic,2012
R. Bowen,2012
A. Mark Williams,2012
Paul Hashimoto,2012
Robert Grabar,2012
Christopher C Butler,2012
Adele E. Schmitz,2012
Peter Willadsen,2012
David H. Chow,2012
J.O. McSpadden,1994
Kee-Joo Chang,1994
Chao-Hsiung Tseng,2006
Tatsuo Itoh,2006
Boaventura,2011
Carvalho,2011
Uwe Rosenberg,2002
Sachiko Amari,2002
Steven M. Weinreb,1999
Richard Lai,1999
Neal R. Erickson,1999
Todd Gaier,1999
Jeffrey Wielgus,1999
Jeremy B. Muldavin,1999
Gabriel M. Rebeiz,1999
C.P. Hartwig,1968
Dominique Masse,1968
Robert A. Pucel,1968
S.A. Maas,1991
Hong-Ming Lee,2004
Chung-Rung Chen,2004
Chin-Chuan Tsai,2004
Chih-Ming Tsai,2004
Ji Li,1994
Renato G. Bosisio,1994
Ke Wu,1994
C.W. Pobanz,1995
Tatsuo Itoh,1995
Pere L. Gilabert,2013
Gabriel Montoro,2013
David Lopez,2013
Nikolaos Bartzoudis,2013
Eduard Bertran,2013
Miquel Payaro,2013
Alain Hourtane,2013
Yoshio Kobayashi,1984
M. Miura,1984
Carlos E. M. Wagner,2006
Andreas Stelzer,2006
Herbert Jager,2006
Jae Yeong Park,2001
Y.J. Yee,2001
Hyo Suk Nam,2001
Jing Bu,2001
Mark P. van der Heijden,2009
Mustafa Acar,2009
Jan S. Vromans,2009
Jonathan Hacker,2013
Miguel Urteaga,2013
Munkyo Seo,2013
Anders Skalare,2013
Robert P. Lin,2013
Tupei Chen,2013
Francois Artis,2013
David Dubuc,2013
Jean-Jacques Fournié,2013
Mary Poupot,2013
Katia Grenier,2013
Larry Yujiri,2006
Pierre Blondy,1998
April S. Brown,1998
D. Crost,1998
Gabriel M. Rebeiz,1998
Anthony R. Kerr,1977
Paul B. Siegel,1977
R.J. Mattauch,1977
Masaki Tsutsumi,2004
Takuya Ueda,2004
Nathan O. Sokal,1998
Taylor W. Barton,2014
Joshua M. Gordonson,2014
David J. Perreault,2014
Marian Pospieszalski,1993
W.J. Lakatosh,1993
Richard Lai,1993
K. G. Tan,1993
D.C. Streit,1993
Peilian Liu,1993
R.M. Dia,1993
J.R. Velebir,1993
Herbert Knapp,2003
Martin Wurzer,2003
Thomas Meister,2003
Klaus Aufinger,2003
J. J. Bock,2003
Sabine Boguth,2003
H. Schafer,2003
Zhang Cheng Hao,2005
Wei Hong,2005
Ji Xin Chen,2005
Xiao Ping Chen,2005
Ke Wu,2005
Clifford M. Krowne,1984
Mark P. van der Heijden,2011
Mustafa Acar,2011
Jan S. Vromans,2011
David A. Calvillo-Cortes,2011
Yu Zhao,2003
Mitsumasa Iwamoto,2003
Lawrence E. Larson,2003
Peter M. Asbeck,2003
E.K. Chan,1997
Edwin C. Kan,1997
Robert W. Dutton,1997
Peter M. Pinsky,1997
Zhi-Ping Feng,1999
Wenge Zhang,1999
Bingzhi Su,1999
K.F. Harsh,1999
K.L. Gupta,1999
Victor M. Bright,1999
Yen-Jie Lee,1999
Erwan Fourn,2003
Cédric Quendo,2003
Eric Rius,2003
Arnaud Pothier,2003
Pierre Blondy,2003
Corinne Champeaux,2003
Jean-Christophe Orlianges,2003
Alain Catherinot,2003
Gérard Tanné,2003
C. Person,2003
Fabrice Huret,2003
Y. Asano,2001
Shinichi Ohshima,2001
Toshiyuki Harada,2001
Michio Ogawa,2001
K. Nishikawa,2001
Majid Riaziat,1986
I. V. Zubeck,1986
S.G. Bandy,1986
G. Zdasiuk,1986
Brett G.M. Hughes,1992
Andrea Ferrero,1992
A. Cognata,1992
Gert Baumann,1995
H. Richter,1995
A. Baumgartner,1995
D. Ferling,1995
R. Heilig,1995
D. Hollmann,1995
H. Muller,1995
H. Nechansky,1995
Michael Schlechtweg,1995
Margarita Puentes,2011
Christian Weiss,2011
M. Schussler,2011
Rolf Jakoby,2011
Tim LaRocca,2008
Sai-Wang Tam,2008
Daquan Huang,2008
Qun Jane Gu,2008
Eran Socher,2008
William Hant,2008
Frank Chang,2008
Changzhi Li,2008
Jessica Lin,2008
K. Wakino,1975
Takeji Nishikawa,1975
Shinichi Tamura,1975
Yoshikazu Ishikawa,1975
A. Moussessian,2005
Chunhui Chen,2005
W. Edelstein,2005
S.H. Madsen,2005
Paul A. Rosen,2005
Bijan Tehrani,2016
Benjamin I. Cook,2016
Manos M. Tentzeris,2016
L.M. Devlin,1990
B.J. Minnis,1990
E.A. Ash,1970
P.M. White,1998
G.R. Aiello,2003
K. Dustakar,2003
Samuel Berkowitz,2003
Oscar Azucena,2008
Joel A. Kubby,2008
Derek Scarbrough,2008
C.L. Goldsmith,2008
F.E. van Vliet,2004
A. de Boer,2004
Dale R. Anderson,2001
William H. Cantrell,2001
Francesco Barbon,2012
Gabor Vinci,2012
Stefan Lindner,2012
Robert Weigel,2012
Alexander Koelpin,2012
Mikio Tsuji,1989
Hiroshi Shigesawa,1989
Arthur A. Oliner,1989
Manish Ranjan,2000
K.H. Koo,2000
G. Hanington,2000
Carsten Fallesen,2000
Peter M. Asbeck,2000
X.S. Yao,2004
Lutfollah Maleki,2004
Danny Eliyahu,2004
Majid Ahmadloo,2013
Pedram Mousavi,2013
Nuutti Tervo,2017
Janne P. Aikio,2017
Tommi Tuovinen,2017
Timo Rahkonen,2017
Aarno Parssinen,2017
K. Saeed,2007
Andrew C. Guyette,2007
Ian W. Hunter,2007
Roger D. Pollard,2007
Kenichi Maruhashi,2005
Shunji Kishimoto,2005
Masaaki Ito,2005
Kenji Ohata,2005
Y. Hamada,2005
Takeshi Morimoto,2005
Hidetaka Shimawaki,2005
I. Gresham,2003
Adrian Jenkins,2003
R. G. Egri,2003
C. Eswarappa,2003
F. Kolak,2003
R. Wohlert,2003
J. Bennett,2003
Jerome Lanteri,2003
Koji Mizuno,2005
H. Matono,2005
Wagatsuma Y,2005
H. Warashina,2005
Hideyuki Sato,2005
S. Miyanaga,2005
Y. Yamanaka,2005
P.H. Siegel,2004
R. S. Islam,2003
George V. Eleftheriades,2003
Nakao Iwata,1993
Keiko Inosako,1993
Masaaki Kuzuhara,1993
Danny Eliyahu,2003
Lutfollah Maleki,2003
H.-Y.A. Yim,2005
Kwok-Keung M. Cheng,2005
Seung Ick Cha,2004
Y. S. Chung,2004
M. Wojtowwicz,2004
Ioulia Smorchkova,2004
B.R. Allen,2004
Jun Yang,2004
Reynold Kagiwada,2004
M.S. Muha,1999
C. Randall Clark,1999
A.A. Moulthrop,1999
Carlos A. Silva,1999
Mohan Chirala,2006
Brian Floyd,2006
A. Prejs,2009
Simon Wood,2009
Raymond S. Pengelly,2009
W.L. Pribble,2009
Peter Wright,2008
Aamir Sheikh,2008
C. Roff,2008
Paul J. Tasker,2008
Johannes Benedikt,2008
Yazhou Wang,2012
Quanhua Liu,2012
Aly E. Fathy,2012
Andrew J. Brown,2011
Kenneth A. Brown,2011
James Ming Chen,2011
Kiuchul Hwang,2011
Nick Kolias,2011
Rick Scott,2011
Robert J Mcmorrow,1994
D.M. Upton,1994
P.R. Maloney,1994
Michael D. Janezic,2004
Edward F. Kuester,2004
J.B. Jarvis,2004
Carlos Vicente,2005
Michael Mattes,2005
Dieter Wolk,2005
B. Mottet,2005
Hans L. Hartnagel,2005
Juan R. Mosig,2005
David Raboso,2005
Dejan S. Filipovic,2006
Zoya Popovic,2006
Kenneth Vanhille,2006
Miloš Lukić,2006
Sebastien Rondineau,2006
M.C. Buck,2006
G. Potvin,2006
D. Fontaine,2006
Craig R. Nichols,2006
David Sherrer,2006
S. Zhou,2006
W. Houck,2006
D. Fleming,2006
Eric Daniel,2006
W. Wilkins,2006
V. B. Sokolov,2006
James Evans,2006
Y. Takimoto,1993
T. Ihara,1993
Chi-Tang Ho,1993
L. T. Fan,1993
K. Chang,1993
Ramesh Abhari,2002
George V. Eleftheriades,2002
Ian W. Hunter,1999
V. Dassonville,1999
J.D. Rhodes,1999
C. Aury,1979
Y. Takimoto,1995
Steven W. Allen,1999
W.L. Pribble,1999
R.A. Sadler,1999
T.S. Alcorn,1999
Zoltan Ring,1999
John W. Palmour,1999
Axel Tessmann,2014
Arnulf Leuther,2014
Hermann Massler,2014
Volker Hurm,2014
M. Kuri,2014
M. Christine Zink,2014
M. Riessle,2014
H.-P. Stulz,2014
Michael Schlechtweg,2014
Oliver Ambacher,2014
J. Wallace,1999
H.J. Redd,1999
R. Furlow,1999
David B. Rutledge,1990
Zoya Popovic,1990
Robert M. Weikle,1990
M. J. Kim,1990
K.A. Potter,1990
Ryan A. Compton,1990
Robert A. York,1990
A.M.E. Safwata,2001
Kawthar A. Zaki,2001
W. N. Johnson,2001
